Progname Runtime Size Blocksize Iterations Threads Gflops startTime endTime Stddev
dpotrf_taskdep simulation 8192 256 1 81 828.467 0 0 0
dpotrf_taskdep simulation 8192 256 1 82 811.168 0 0 0
dpotrf_taskdep simulation 8192 256 1 83 843.926 0 0 0
dpotrf_taskdep simulation 8192 256 1 84 850.636 0 0 0
dpotrf_taskdep simulation 8192 256 1 85 848.261 0 0 0
dpotrf_taskdep simulation 8192 256 1 86 833.071 0 0 0
dpotrf_taskdep simulation 8192 256 1 87 844.778 0 0 0
dpotrf_taskdep simulation 8192 256 1 88 868.56 0 0 0
dpotrf_taskdep simulation 8192 256 1 89 877.094 0 0 0
dpotrf_taskdep simulation 8192 256 1 90 862.387 0 0 0
dpotrf_taskdep simulation 8192 256 1 91 877.314 0 0 0
dpotrf_taskdep simulation 8192 256 1 92 884.338 0 0 0
dpotrf_taskdep simulation 8192 256 1 93 909.688 0 0 0
dpotrf_taskdep simulation 8192 256 1 94 917.767 0 0 0
dpotrf_taskdep simulation 8192 256 1 95 910.952 0 0 0
dpotrf_taskdep simulation 8192 256 1 96 909.887 0 0 0
dpotrf_taskdep simulation 8192 256 1 97 914.004 0 0 0
dpotrf_taskdep simulation 8192 256 1 98 892.695 0 0 0
dpotrf_taskdep simulation 8192 256 1 99 921.842 0 0 0
dpotrf_taskdep simulation 8192 256 1 100 928.86 0 0 0
dpotrf_taskdep simulation 8192 256 1 101 934.325 0 0 0
dpotrf_taskdep simulation 8192 256 1 102 954.904 0 0 0
dpotrf_taskdep simulation 8192 256 1 103 946.16 0 0 0
dpotrf_taskdep simulation 8192 256 1 104 923.216 0 0 0
dpotrf_taskdep simulation 8192 256 1 105 974.33 0 0 0
dpotrf_taskdep simulation 8192 256 1 106 957.693 0 0 0
dpotrf_taskdep simulation 8192 256 1 107 974.644 0 0 0
dpotrf_taskdep simulation 8192 256 1 108 943.437 0 0 0
dpotrf_taskdep simulation 8192 256 1 109 980.662 0 0 0
dpotrf_taskdep simulation 8192 256 1 110 1004.47 0 0 0
dpotrf_taskdep simulation 8192 256 1 111 971.443 0 0 0
dpotrf_taskdep simulation 8192 256 1 112 998.158 0 0 0
dpotrf_taskdep simulation 8192 256 1 113 1006.35 0 0 0
dpotrf_taskdep simulation 8192 256 1 114 1026.34 0 0 0
dpotrf_taskdep simulation 8192 256 1 115 1002.02 0 0 0
dpotrf_taskdep simulation 8192 256 1 116 1006.68 0 0 0
dpotrf_taskdep simulation 8192 256 1 117 1019.7 0 0 0
dpotrf_taskdep simulation 8192 256 1 118 1025.08 0 0 0
dpotrf_taskdep simulation 8192 256 1 119 1035.4 0 0 0
dpotrf_taskdep simulation 8192 256 1 120 1044.84 0 0 0
dpotrf_taskdep simulation 8192 256 1 121 1050.81 0 0 0
dpotrf_taskdep simulation 8192 256 1 122 1049.23 0 0 0
dpotrf_taskdep simulation 8192 256 1 123 1043.9 0 0 0
dpotrf_taskdep simulation 8192 256 1 124 1090.01 0 0 0
dpotrf_taskdep simulation 8192 256 1 125 1031.79 0 0 0
dpotrf_taskdep simulation 8192 256 1 126 1071.25 0 0 0
dpotrf_taskdep simulation 8192 256 1 127 1063.7 0 0 0
dpotrf_taskdep simulation 8192 256 1 128 1046.19 0 0 0
dpotrf_taskdep simulation 8192 256 1 129 1073.05 0 0 0
dpotrf_taskdep simulation 8192 256 1 130 1087.12 0 0 0
dpotrf_taskdep simulation 8192 256 1 131 1092.16 0 0 0
dpotrf_taskdep simulation 8192 256 1 132 1096.5 0 0 0
dpotrf_taskdep simulation 8192 256 1 133 1089.95 0 0 0
dpotrf_taskdep simulation 8192 256 1 134 1121.83 0 0 0
dpotrf_taskdep simulation 8192 256 1 135 1124.17 0 0 0
dpotrf_taskdep simulation 8192 256 1 136 1084.65 0 0 0
dpotrf_taskdep simulation 8192 256 1 137 1098.39 0 0 0
dpotrf_taskdep simulation 8192 256 1 138 1088.2 0 0 0
dpotrf_taskdep simulation 8192 256 1 139 1128.4 0 0 0
dpotrf_taskdep simulation 8192 256 1 140 1106.15 0 0 0
dpotrf_taskdep simulation 8192 256 1 141 1122.3 0 0 0
dpotrf_taskdep simulation 8192 256 1 142 1141.23 0 0 0
dpotrf_taskdep simulation 8192 256 1 143 1089.27 0 0 0
dpotrf_taskdep simulation 8192 256 1 144 1120.33 0 0 0
dpotrf_taskdep simulation 8192 256 1 145 1140.74 0 0 0
dpotrf_taskdep simulation 8192 256 1 146 1157.99 0 0 0
dpotrf_taskdep simulation 8192 256 1 147 1104.18 0 0 0
dpotrf_taskdep simulation 8192 256 1 148 1164.49 0 0 0
dpotrf_taskdep simulation 8192 256 1 149 1169.03 0 0 0
dpotrf_taskdep simulation 8192 256 1 150 1202.19 0 0 0
dpotrf_taskdep simulation 8192 256 1 151 1193.98 0 0 0
dpotrf_taskdep simulation 8192 256 1 152 1138.82 0 0 0
dpotrf_taskdep simulation 8192 256 1 153 1155.95 0 0 0
dpotrf_taskdep simulation 8192 256 1 154 1200.88 0 0 0
dpotrf_taskdep simulation 8192 256 1 155 1175.71 0 0 0
dpotrf_taskdep simulation 8192 256 1 156 1200.88 0 0 0
dpotrf_taskdep simulation 8192 256 1 157 1182.87 0 0 0
dpotrf_taskdep simulation 8192 256 1 158 1193.98 0 0 0
dpotrf_taskdep simulation 8192 256 1 159 1196.57 0 0 0
dpotrf_taskdep simulation 8192 256 1 160 1201.36 0 0 0
dpotrf_taskdep simulation 8192 256 1 161 1200.95 0 0 0
dpotrf_taskdep simulation 8192 256 1 162 1191.81 0 0 0
dpotrf_taskdep simulation 8192 256 1 163 1210.58 0 0 0
dpotrf_taskdep simulation 8192 256 1 164 1191.81 0 0 0
dpotrf_taskdep simulation 8192 256 1 165 1198.75 0 0 0
dpotrf_taskdep simulation 8192 256 1 166 1185.01 0 0 0
dpotrf_taskdep simulation 8192 256 1 167 1217.75 0 0 0
dpotrf_taskdep simulation 8192 256 1 168 1230.03 0 0 0
dpotrf_taskdep simulation 8192 256 1 169 1210.17 0 0 0
dpotrf_taskdep simulation 8192 256 1 170 1232.27 0 0 0
dpotrf_taskdep simulation 8192 256 1 171 1229.96 0 0 0
dpotrf_taskdep simulation 8192 256 1 172 1220.44 0 0 0
dpotrf_taskdep simulation 8192 256 1 173 1210.65 0 0 0
dpotrf_taskdep simulation 8192 256 1 174 1176.17 0 0 0
dpotrf_taskdep simulation 8192 256 1 175 1283.39 0 0 0
dpotrf_taskdep simulation 8192 256 1 176 1229.96 0 0 0
dpotrf_taskdep simulation 8192 256 1 177 1288.91 0 0 0
dpotrf_taskdep simulation 8192 256 1 178 1283.46 0 0 0
dpotrf_taskdep simulation 8192 256 1 179 1283.46 0 0 0
dpotrf_taskdep simulation 8192 256 1 180 1286.45 0 0 0
dpotrf_taskdep simulation 8192 256 1 181 1288.91 0 0 0
dpotrf_taskdep simulation 8192 256 1 182 1286.45 0 0 0
dpotrf_taskdep simulation 8192 256 1 183 1286.45 0 0 0
dpotrf_taskdep simulation 8192 256 1 184 1289.46 0 0 0
dpotrf_taskdep simulation 8192 256 1 185 1289.46 0 0 0
dpotrf_taskdep simulation 8192 256 1 186 1288.91 0 0 0
dpotrf_taskdep simulation 8192 256 1 187 1292 0 0 0
dpotrf_taskdep simulation 8192 256 1 188 1294.47 0 0 0
dpotrf_taskdep simulation 8192 256 1 189 1292 0 0 0
dpotrf_taskdep simulation 8192 256 1 190 1292 0 0 0
dpotrf_taskdep simulation 8192 256 1 191 1278.46 0 0 0
dpotrf_taskdep simulation 8192 256 1 192 1286.45 0 0 0
