program runtime size blocksize iteration threads gflops model strat visits_per_task steals_per_task foo
dpotrf_taskdep simulation 8192 256 1 77 818.51 IdchireAffinityAVG Affinity 1369.75 7.26404 0
dpotrf_taskdep simulation 8192 256 1 163 1231.63 IdchireAffinityAVG RandLoc 5809.87 35.9151 0
dpotrf_taskdep simulation 8192 256 1 166 1260.14 IdchireAffinityAVG RandLoc 5859.4 35.574 0
dpotrf_taskdep simulation 8192 256 1 165 1268.15 IdchireAffinityAVG RandLoc 5907.77 36.0942 0
dpotrf_taskdep simulation 8192 256 1 80 835.511 IdchireAffinityAVG Affinity 1304.19 6.94686 0
dpotrf_taskdep simulation 8192 256 1 79 825.996 IdchireAffinityAVG Affinity 1371.58 7.28342 0
dpotrf_taskdep simulation 8192 256 1 170 1279.69 IdchireAffinityAVG RandLoc 6126.25 36.3272 0
dpotrf_taskdep simulation 8192 256 1 169 1304.14 IdchireAffinityAVG RandLoc 5935.63 35.4104 0
dpotrf_taskdep simulation 8192 256 1 84 862.526 IdchireAffinityAVG Affinity 1392.6 7.37684 0
dpotrf_taskdep simulation 8192 256 1 83 845.399 IdchireAffinityAVG Affinity 1402.05 7.41544 0
dpotrf_taskdep simulation 8192 256 1 81 790.899 IdchireAffinityAVG Affinity 1440.21 7.5869 0
dpotrf_taskdep simulation 8192 256 1 167 1239.44 IdchireAffinityAVG RandLoc 6206.92 37.4355 0
dpotrf_taskdep simulation 8192 256 1 82 804.174 IdchireAffinityAVG Affinity 1611.07 8.37701 0
dpotrf_taskdep simulation 8192 256 1 171 1303.63 IdchireAffinityAVG RandLoc 6272.46 36.9654 0
dpotrf_taskdep simulation 8192 256 1 85 793.723 IdchireAffinityAVG Affinity 1625.64 8.4609 0
dpotrf_taskdep simulation 8192 256 1 173 1292.04 IdchireAffinityAVG RandLoc 6609.77 38.4808 0
dpotrf_taskdep simulation 8192 256 1 87 870.274 IdchireAffinityAVG Affinity 1615.87 8.40157 0
dpotrf_taskdep simulation 8192 256 1 178 1280.25 IdchireAffinityAVG RandLoc 6555.63 37.1186 0
dpotrf_taskdep simulation 8192 256 1 175 1240.27 IdchireAffinityAVG RandLoc 6532.78 37.6185 0
dpotrf_taskdep simulation 8192 256 1 86 813.085 IdchireAffinityAVG Affinity 1739.32 8.98195 0
dpotrf_taskdep simulation 8192 256 1 88 894.494 IdchireAffinityAVG Affinity 1660.32 8.60043 0
dpotrf_taskdep simulation 8192 256 1 168 1250.02 IdchireAffinityAVG RandLoc 6674.31 39.9998 0
dpotrf_taskdep simulation 8192 256 1 176 1339.16 IdchireAffinityAVG RandLoc 6479.57 37.1009 0
dpotrf_taskdep simulation 8192 256 1 172 1238.24 IdchireAffinityAVG RandLoc 6813.93 39.889 0
dpotrf_taskdep simulation 8192 256 1 91 915.241 IdchireAffinityAVG Affinity 1661.95 8.61698 0
dpotrf_taskdep simulation 8192 256 1 174 1232.86 IdchireAffinityAVG RandLoc 6943.73 40.1852 0
dpotrf_taskdep simulation 8192 256 1 177 1296.72 IdchireAffinityAVG RandLoc 6967.17 39.6436 0
dpotrf_taskdep simulation 8192 256 1 90 857.649 IdchireAffinityAVG Affinity 1784.94 9.18265 0
dpotrf_taskdep simulation 8192 256 1 179 1300.14 IdchireAffinityAVG RandLoc 7199.13 40.4957 0
dpotrf_taskdep simulation 8192 256 1 89 881.78 IdchireAffinityAVG Affinity 2009.06 10.189 0
dpotrf_taskdep simulation 8192 256 1 180 1301.47 IdchireAffinityAVG RandLoc 7348.09 41.1019 0
dpotrf_taskdep simulation 8192 256 1 92 869.051 IdchireAffinityAVG Affinity 2055.71 10.4433 0
dpotrf_taskdep simulation 8192 256 1 93 858.949 IdchireAffinityAVG Affinity 2125.53 10.7467 0
dpotrf_taskdep simulation 8192 256 1 97 1001.06 IdchireAffinityAVG Affinity 1950.07 9.88135 0
dpotrf_taskdep simulation 8192 256 1 185 1321.64 IdchireAffinityAVG RandLoc 7832.07 42.6043 0
dpotrf_taskdep simulation 8192 256 1 186 1354.57 IdchireAffinityAVG RandLoc 7830.39 42.3773 0
dpotrf_taskdep simulation 8192 256 1 182 1302.84 IdchireAffinityAVG RandLoc 7662.64 42.3832 0
dpotrf_taskdep simulation 8192 256 1 95 868.125 IdchireAffinityAVG Affinity 2119.9 10.6801 0
dpotrf_taskdep simulation 8192 256 1 181 1276.61 IdchireAffinityAVG RandLoc 7702.19 42.8143 0
dpotrf_taskdep simulation 8192 256 1 183 1306.17 IdchireAffinityAVG RandLoc 7639.7 42.0319 0
dpotrf_taskdep simulation 8192 256 1 184 1301.39 IdchireAffinityAVG RandLoc 7953.66 43.4963 0
dpotrf_taskdep simulation 8192 256 1 94 916.17 IdchireAffinityAVG Affinity 2211.94 11.1267 0
dpotrf_taskdep simulation 8192 256 1 96 954.488 IdchireAffinityAVG Affinity 2205.37 11.0807 0
dpotrf_taskdep simulation 8192 256 1 188 1335.08 IdchireAffinityAVG RandLoc 8412.86 45.0187 0
dpotrf_taskdep simulation 8192 256 1 187 1333.78 IdchireAffinityAVG RandLoc 8201.59 44.1237 0
dpotrf_taskdep simulation 8192 256 1 101 983.563 IdchireAffinityAVG Affinity 2295.39 11.5312 0
dpotrf_taskdep simulation 8192 256 1 189 1332.87 IdchireAffinityAVG RandLoc 8384.55 44.628 0
dpotrf_taskdep simulation 8192 256 1 190 1341 IdchireAffinityAVG RandLoc 8657 45.8168 0
dpotrf_taskdep simulation 8192 256 1 100 979.755 IdchireAffinityAVG Affinity 2476.55 12.3123 0
dpotrf_taskdep simulation 8192 256 1 191 1331.85 IdchireAffinityAVG RandLoc 8726.86 45.9505 0
dpotrf_taskdep simulation 8192 256 1 98 964.082 IdchireAffinityAVG Affinity 2728.4 13.4489 0
dpotrf_taskdep simulation 8192 256 1 103 954.406 IdchireAffinityAVG Affinity 2633.23 13.0886 0
dpotrf_taskdep simulation 8192 256 1 104 901.382 IdchireAffinityAVG Affinity 2451.65 12.2644 0
dpotrf_taskdep simulation 8192 256 1 192 1339.25 IdchireAffinityAVG RandLoc 8767.91 45.9288 0
dpotrf_taskdep simulation 8192 256 1 102 886.53 IdchireAffinityAVG Affinity 2710.37 13.4445 0
dpotrf_taskdep simulation 8192 256 1 105 958.527 IdchireAffinityAVG Affinity 2606.05 12.9497 0
dpotrf_taskdep simulation 8192 256 1 106 960.772 IdchireAffinityAVG Affinity 2672.86 13.2684 0
dpotrf_taskdep simulation 8192 256 1 110 1069.27 IdchireAffinityAVG Affinity 2490.26 12.4062 0
dpotrf_taskdep simulation 8192 256 1 99 914.362 IdchireAffinityAVG Affinity 3285.01 15.9943 0
dpotrf_taskdep simulation 8192 256 1 107 980.03 IdchireAffinityAVG Affinity 2606.19 12.9716 0
dpotrf_taskdep simulation 8192 256 1 109 974.181 IdchireAffinityAVG Affinity 2760.07 13.6967 0
dpotrf_taskdep simulation 8192 256 1 108 962.705 IdchireAffinityAVG Affinity 2956.3 14.5919 0
dpotrf_taskdep simulation 8192 256 1 112 1008.69 IdchireAffinityAVG Affinity 2961.31 14.5948 0
dpotrf_taskdep simulation 8192 256 1 111 1010.79 IdchireAffinityAVG Affinity 3079.79 15.1599 0
dpotrf_taskdep simulation 8192 256 1 115 1025.76 IdchireAffinityAVG Affinity 2942.84 14.5254 0
dpotrf_taskdep simulation 8192 256 1 117 1097.48 IdchireAffinityAVG Affinity 2793.08 13.8356 0
dpotrf_taskdep simulation 8192 256 1 114 980.625 IdchireAffinityAVG Affinity 3220.05 15.8137 0
dpotrf_taskdep simulation 8192 256 1 113 1028.97 IdchireAffinityAVG Affinity 3141.73 15.4472 0
dpotrf_taskdep simulation 8192 256 1 116 1068.01 IdchireAffinityAVG Affinity 2983.52 14.7007 0
dpotrf_taskdep simulation 8192 256 1 119 1082.69 IdchireAffinityAVG Affinity 2820.02 13.9681 0
dpotrf_taskdep simulation 8192 256 1 118 1028.36 IdchireAffinityAVG Affinity 3093.83 15.2241 0
dpotrf_taskdep simulation 8192 256 1 122 1105.71 IdchireAffinityAVG Affinity 3181.8 15.6265 0
dpotrf_taskdep simulation 8192 256 1 120 1086.52 IdchireAffinityAVG Affinity 3363.14 16.4701 0
dpotrf_taskdep simulation 8192 256 1 121 1078.37 IdchireAffinityAVG Affinity 3833.62 18.626 0
dpotrf_taskdep simulation 8192 256 1 126 1136.81 IdchireAffinityAVG Affinity 3340 16.3347 0
dpotrf_taskdep simulation 8192 256 1 124 1078.37 IdchireAffinityAVG Affinity 3521.35 17.2042 0
dpotrf_taskdep simulation 8192 256 1 123 1120.99 IdchireAffinityAVG Affinity 3875.99 18.8249 0
dpotrf_taskdep simulation 8192 256 1 125 1115.22 IdchireAffinityAVG Affinity 3647.35 17.7697 0
dpotrf_taskdep simulation 8192 256 1 127 1122.01 IdchireAffinityAVG Affinity 3668.42 17.8456 0
dpotrf_taskdep simulation 8192 256 1 128 1103.72 IdchireAffinityAVG Affinity 3878.84 18.8304 0
dpotrf_taskdep simulation 8192 256 1 129 1066.19 IdchireAffinityAVG Affinity 4008.72 19.4154 0
dpotrf_taskdep simulation 8192 256 1 132 1146.61 IdchireAffinityAVG Affinity 4152.96 20.0398 0
dpotrf_taskdep simulation 8192 256 1 133 1161.97 IdchireAffinityAVG Affinity 4299.35 20.7376 0
dpotrf_taskdep simulation 8192 256 1 131 1144.18 IdchireAffinityAVG Affinity 4647.55 22.3411 0
dpotrf_taskdep simulation 8192 256 1 135 1172.16 IdchireAffinityAVG Affinity 4103.82 19.8837 0
dpotrf_taskdep simulation 8192 256 1 130 1120 IdchireAffinityAVG Affinity 4883.56 23.4459 0
dpotrf_taskdep simulation 8192 256 1 134 1151.32 IdchireAffinityAVG Affinity 4723.02 22.7294 0
dpotrf_taskdep simulation 8192 256 1 137 1167.04 IdchireAffinityAVG Affinity 4470.7 21.5809 0
dpotrf_taskdep simulation 8192 256 1 136 1167.77 IdchireAffinityAVG Affinity 4811.6 23.1476 0
dpotrf_taskdep simulation 8192 256 1 140 1199.38 IdchireAffinityAVG Affinity 4899.12 23.5515 0
dpotrf_taskdep simulation 8192 256 1 139 1144.94 IdchireAffinityAVG Affinity 4521.25 21.8108 0
dpotrf_taskdep simulation 8192 256 1 142 1161.34 IdchireAffinityAVG Affinity 4858.4 23.368 0
dpotrf_taskdep simulation 8192 256 1 138 1088.67 IdchireAffinityAVG Affinity 5280.86 25.3167 0
dpotrf_taskdep simulation 8192 256 1 143 1213.21 IdchireAffinityAVG Affinity 4620.68 22.2702 0
dpotrf_taskdep simulation 8192 256 1 141 1185.14 IdchireAffinityAVG Affinity 5367.36 25.7199 0
dpotrf_taskdep simulation 8192 256 1 145 1196.86 IdchireAffinityAVG Affinity 4818.35 23.1833 0
dpotrf_taskdep simulation 8192 256 1 147 1244.77 IdchireAffinityAVG Affinity 4695.27 22.6178 0
dpotrf_taskdep simulation 8192 256 1 144 1203.49 IdchireAffinityAVG Affinity 5227.53 25.0625 0
dpotrf_taskdep simulation 8192 256 1 146 1225.36 IdchireAffinityAVG Affinity 5240.97 25.1273 0
dpotrf_taskdep simulation 8192 256 1 148 1222.33 IdchireAffinityAVG Affinity 5046.2 24.2371 0
dpotrf_taskdep simulation 8192 256 1 149 1213.3 IdchireAffinityAVG Affinity 5659.73 27.0667 0
dpotrf_taskdep simulation 8192 256 1 150 1190.71 IdchireAffinityAVG Affinity 5320.45 25.5037 0
dpotrf_taskdep simulation 8192 256 1 151 1246.25 IdchireAffinityAVG Affinity 5401.92 25.882 0
dpotrf_taskdep simulation 8192 256 1 154 1255.87 IdchireAffinityAVG Affinity 5537.56 26.4881 0
dpotrf_taskdep simulation 8192 256 1 152 1251.64 IdchireAffinityAVG Affinity 5482.07 26.2442 0
dpotrf_taskdep simulation 8192 256 1 155 1250.42 IdchireAffinityAVG Affinity 5362.09 25.6813 0
dpotrf_taskdep simulation 8192 256 1 153 1232.93 IdchireAffinityAVG Affinity 5656.33 27.0657 0
dpotrf_taskdep simulation 8192 256 1 156 1252.07 IdchireAffinityAVG Affinity 6280.57 29.9057 0
dpotrf_taskdep simulation 8192 256 1 157 1260.45 IdchireAffinityAVG Affinity 5720.23 27.3397 0
dpotrf_taskdep simulation 8192 256 1 159 1245.23 IdchireAffinityAVG Affinity 6066.56 28.9382 0
dpotrf_taskdep simulation 8192 256 1 160 1256.31 IdchireAffinityAVG Affinity 6374.97 30.3693 0
dpotrf_taskdep simulation 8192 256 1 158 1209.45 IdchireAffinityAVG Affinity 7129.26 33.8361 0
dpotrf_taskdep simulation 8192 256 1 161 1252.08 IdchireAffinityAVG Affinity 6530.07 31.0847 0
dpotrf_taskdep simulation 8192 256 1 162 1281.08 IdchireAffinityAVG Affinity 6682.88 31.7582 0
dpotrf_taskdep simulation 8192 256 1 164 1284.75 IdchireAffinityAVG Affinity 6833.12 32.4514 0
dpotrf_taskdep simulation 8192 256 1 163 1278.97 IdchireAffinityAVG Affinity 6906.2 32.7797 0
dpotrf_taskdep simulation 8192 256 1 170 1279.69 IdchireAffinityAVG Affinity 7657.05 36.2869 0
dpotrf_taskdep simulation 8192 256 1 166 1267.67 IdchireAffinityAVG Affinity 7903.86 37.3895 0
dpotrf_taskdep simulation 8192 256 1 168 1299.45 IdchireAffinityAVG Affinity 7160 33.9637 0
dpotrf_taskdep simulation 8192 256 1 167 1282.56 IdchireAffinityAVG Affinity 7598.49 35.9851 0
dpotrf_taskdep simulation 8192 256 1 169 1262.03 IdchireAffinityAVG Affinity 8255.77 39.057 0
dpotrf_taskdep simulation 8192 256 1 165 1227.73 IdchireAffinityAVG Affinity 8015.38 37.9101 0
dpotrf_taskdep simulation 8192 256 1 172 1291.26 IdchireAffinityAVG Affinity 8198.72 38.7787 0
dpotrf_taskdep simulation 8192 256 1 174 1308.11 IdchireAffinityAVG Affinity 7791.38 36.8757 0
dpotrf_taskdep simulation 8192 256 1 178 1311.22 IdchireAffinityAVG Affinity 8094.81 38.2816 0
dpotrf_taskdep simulation 8192 256 1 177 1305.56 IdchireAffinityAVG Affinity 8294.76 39.2112 0
dpotrf_taskdep simulation 8192 256 1 171 1259.76 IdchireAffinityAVG Affinity 9278.64 43.7513 0
dpotrf_taskdep simulation 8192 256 1 173 1271.74 IdchireAffinityAVG Affinity 9119.93 43.0356 0
dpotrf_taskdep simulation 8192 256 1 175 1281.68 IdchireAffinityAVG Affinity 8816.86 41.6329 0
dpotrf_taskdep simulation 8192 256 1 176 1299.76 IdchireAffinityAVG Affinity 8765.1 41.3708 0
dpotrf_taskdep simulation 8192 256 1 182 1312.66 IdchireAffinityAVG Affinity 8546.46 40.3927 0
dpotrf_taskdep simulation 8192 256 1 179 1298.36 IdchireAffinityAVG Affinity 9546.5 45.0028 0
dpotrf_taskdep simulation 8192 256 1 180 1288.46 IdchireAffinityAVG Affinity 9408.49 44.3626 0
dpotrf_taskdep simulation 8192 256 1 181 1316.85 IdchireAffinityAVG Affinity 9091.99 42.9031 0
dpotrf_taskdep simulation 8192 256 1 183 1320.33 IdchireAffinityAVG Affinity 8765.73 41.3941 0
dpotrf_taskdep simulation 8192 256 1 184 1322.74 IdchireAffinityAVG Affinity 9145.24 43.1501 0
dpotrf_taskdep simulation 8192 256 1 185 1310.45 IdchireAffinityAVG Affinity 10022.7 47.2188 0
dpotrf_taskdep simulation 8192 256 1 186 1270.94 IdchireAffinityAVG Affinity 11046.1 51.9228 0
dpotrf_taskdep simulation 8192 256 1 191 1348.75 IdchireAffinityAVG Affinity 9192.92 43.3643 0
dpotrf_taskdep simulation 8192 256 1 187 1292.72 IdchireAffinityAVG Affinity 10518.7 49.4935 0
dpotrf_taskdep simulation 8192 256 1 188 1321.95 IdchireAffinityAVG Affinity 10364.7 48.768 0
dpotrf_taskdep simulation 8192 256 1 190 1345.31 IdchireAffinityAVG Affinity 10052.7 47.3394 0
dpotrf_taskdep simulation 8192 256 1 192 1347.76 IdchireAffinityAVG Affinity 9419.7 44.429 0
dpotrf_taskdep simulation 8192 256 1 189 1316.13 IdchireAffinityAVG Affinity 10999.2 51.697 0
dpotrf_taskdep simulation 32768 512 1 1 15.1751 IdchireAffinityAVG RandLoc 1.00004 1.00002 0
dpotrf_taskdep simulation 32768 512 1 2 30.1796 IdchireAffinityAVG RandLoc 2.02917 1.01143 0
dpotrf_taskdep simulation 32768 512 1 3 45.286 IdchireAffinityAVG RandLoc 2.73 1.01687 0
dpotrf_taskdep simulation 32768 512 1 4 60.5017 IdchireAffinityAVG RandLoc 3.30782 1.01412 0
dpotrf_taskdep simulation 32768 512 1 5 75.5106 IdchireAffinityAVG RandLoc 3.93309 1.02277 0
dpotrf_taskdep simulation 32768 512 1 6 90.5314 IdchireAffinityAVG RandLoc 4.56154 1.03403 0
dpotrf_taskdep simulation 32768 512 1 8 120.929 IdchireAffinityAVG RandLoc 5.60258 1.02618 0
dpotrf_taskdep simulation 32768 512 1 7 105.721 IdchireAffinityAVG RandLoc 5.08658 1.02941 0
dpotrf_taskdep simulation 32768 512 1 10 144.43 IdchireAffinityAVG RandLoc 6.91512 1.05052 0
dpotrf_taskdep simulation 32768 512 1 11 156.978 IdchireAffinityAVG RandLoc 7.43424 1.04628 0
dpotrf_taskdep simulation 32768 512 1 9 132.313 IdchireAffinityAVG RandLoc 6.18394 1.03184 0
dpotrf_taskdep simulation 32768 512 1 12 170.094 IdchireAffinityAVG RandLoc 8.07806 1.05387 0
dpotrf_taskdep simulation 32768 512 1 14 196.662 IdchireAffinityAVG RandLoc 9.42738 1.06984 0
dpotrf_taskdep simulation 32768 512 1 13 183.877 IdchireAffinityAVG RandLoc 8.70262 1.05544 0
dpotrf_taskdep simulation 32768 512 1 16 225.388 IdchireAffinityAVG RandLoc 10.479 1.06287 0
dpotrf_taskdep simulation 32768 512 1 15 210.559 IdchireAffinityAVG RandLoc 10.1468 1.07963 0
dpotrf_taskdep simulation 32768 512 1 18 248.719 IdchireAffinityAVG RandLoc 12.1506 1.0948 0
dpotrf_taskdep simulation 32768 512 1 17 237.192 IdchireAffinityAVG RandLoc 11.2747 1.0759 0
dpotrf_taskdep simulation 32768 512 1 20 274.822 IdchireAffinityAVG RandLoc 13.5922 1.10653 0
dpotrf_taskdep simulation 32768 512 1 19 262.92 IdchireAffinityAVG RandLoc 12.4655 1.07898 0
dpotrf_taskdep simulation 32768 512 1 22 301.245 IdchireAffinityAVG RandLoc 15.1014 1.11892 0
dpotrf_taskdep simulation 32768 512 1 21 287.599 IdchireAffinityAVG RandLoc 14.7071 1.12972 0
dpotrf_taskdep simulation 32768 512 1 23 314.759 IdchireAffinityAVG RandLoc 15.824 1.12052 0
dpotrf_taskdep simulation 32768 512 1 24 328.027 IdchireAffinityAVG RandLoc 16.9388 1.14336 0
dpotrf_taskdep simulation 32768 512 1 26 352.31 IdchireAffinityAVG RandLoc 19.2322 1.17699 0
dpotrf_taskdep simulation 32768 512 1 27 364.948 IdchireAffinityAVG RandLoc 19.4483 1.16348 0
dpotrf_taskdep simulation 32768 512 1 25 340.46 IdchireAffinityAVG RandLoc 17.6271 1.14316 0
dpotrf_taskdep simulation 32768 512 1 28 377.77 IdchireAffinityAVG RandLoc 20.8164 1.19117 0
dpotrf_taskdep simulation 32768 512 1 29 390.989 IdchireAffinityAVG RandLoc 21.5401 1.18558 0
dpotrf_taskdep simulation 32768 512 1 30 403.199 IdchireAffinityAVG RandLoc 23.1699 1.2238 0
dpotrf_taskdep simulation 32768 512 1 32 431.497 IdchireAffinityAVG RandLoc 24.4856 1.21423 0
dpotrf_taskdep simulation 32768 512 1 31 416.865 IdchireAffinityAVG RandLoc 23.6658 1.20962 0
dpotrf_taskdep simulation 32768 512 1 33 442.862 IdchireAffinityAVG RandLoc 26.3823 1.25039 0
dpotrf_taskdep simulation 32768 512 1 34 455.491 IdchireAffinityAVG RandLoc 27.657 1.26538 0
dpotrf_taskdep simulation 32768 512 1 36 480.318 IdchireAffinityAVG RandLoc 29.15 1.26949 0
dpotrf_taskdep simulation 32768 512 1 35 466.614 IdchireAffinityAVG RandLoc 29.1882 1.28601 0
dpotrf_taskdep simulation 32768 512 1 38 505.816 IdchireAffinityAVG RandLoc 32.6632 1.31477 0
dpotrf_taskdep simulation 32768 512 1 37 493.473 IdchireAffinityAVG RandLoc 31.5601 1.30562 0
dpotrf_taskdep simulation 32768 512 1 40 531.07 IdchireAffinityAVG RandLoc 35.7488 1.35566 0
dpotrf_taskdep simulation 32768 512 1 39 519.679 IdchireAffinityAVG RandLoc 35.0513 1.35509 0
dpotrf_taskdep simulation 32768 512 1 42 555.273 IdchireAffinityAVG RandLoc 39.2804 1.39838 0
dpotrf_taskdep simulation 32768 512 1 41 541.841 IdchireAffinityAVG RandLoc 37.9922 1.38164 0
dpotrf_taskdep simulation 32768 512 1 43 567.447 IdchireAffinityAVG RandLoc 39.7585 1.37955 0
dpotrf_taskdep simulation 32768 512 1 45 595.029 IdchireAffinityAVG RandLoc 41.9571 1.39845 0
dpotrf_taskdep simulation 32768 512 1 44 579.377 IdchireAffinityAVG RandLoc 43.0947 1.44148 0
dpotrf_taskdep simulation 32768 512 1 46 604.403 IdchireAffinityAVG RandLoc 47.6911 1.49832 0
dpotrf_taskdep simulation 32768 512 1 48 631.751 IdchireAffinityAVG RandLoc 49.7831 1.49902 0
dpotrf_taskdep simulation 32768 512 1 47 616.749 IdchireAffinityAVG RandLoc 49.6267 1.51521 0
dpotrf_taskdep simulation 32768 512 1 49 641.825 IdchireAffinityAVG RandLoc 51.3566 1.50979 0
dpotrf_taskdep simulation 32768 512 1 50 654.694 IdchireAffinityAVG RandLoc 54.5964 1.55583 0
dpotrf_taskdep simulation 32768 512 1 52 679.867 IdchireAffinityAVG RandLoc 57.2695 1.56678 0
dpotrf_taskdep simulation 32768 512 1 51 668.038 IdchireAffinityAVG RandLoc 56.9555 1.5783 0
dpotrf_taskdep simulation 32768 512 1 54 704.285 IdchireAffinityAVG RandLoc 60.5237 1.58615 0
dpotrf_taskdep simulation 32768 512 1 56 731.966 IdchireAffinityAVG RandLoc 68.3604 1.68899 0
dpotrf_taskdep simulation 32768 512 1 53 691.536 IdchireAffinityAVG RandLoc 61.6131 1.6248 0
dpotrf_taskdep simulation 32768 512 1 55 718.837 IdchireAffinityAVG RandLoc 64.4457 1.63466 0
dpotrf_taskdep simulation 32768 512 1 58 753.156 IdchireAffinityAVG RandLoc 72.0411 1.70787 0
dpotrf_taskdep simulation 32768 512 1 59 766.654 IdchireAffinityAVG RandLoc 73.835 1.71434 0
dpotrf_taskdep simulation 32768 512 1 57 740.844 IdchireAffinityAVG RandLoc 72.4109 1.73295 0
dpotrf_taskdep simulation 32768 512 1 60 775.671 IdchireAffinityAVG RandLoc 78.5866 1.77854 0
dpotrf_taskdep simulation 32768 512 1 61 790.419 IdchireAffinityAVG RandLoc 80.547 1.78162 0
dpotrf_taskdep simulation 32768 512 1 62 799.717 IdchireAffinityAVG RandLoc 84.363 1.82474 0
dpotrf_taskdep simulation 32768 512 1 63 811.956 IdchireAffinityAVG RandLoc 91.784 1.92115 0
dpotrf_taskdep simulation 32768 512 1 64 825.997 IdchireAffinityAVG RandLoc 91.8736 1.90186 0
dpotrf_taskdep simulation 32768 512 1 66 850.999 IdchireAffinityAVG RandLoc 97.5872 1.9483 0
dpotrf_taskdep simulation 32768 512 1 65 839.509 IdchireAffinityAVG RandLoc 94.371 1.91691 0
dpotrf_taskdep simulation 32768 512 1 67 865.769 IdchireAffinityAVG RandLoc 96.9784 1.91305 0
dpotrf_taskdep simulation 32768 512 1 68 874.896 IdchireAffinityAVG RandLoc 102.308 1.97039 0
dpotrf_taskdep simulation 32768 512 1 69 886.964 IdchireAffinityAVG RandLoc 105.431 1.99515 0
dpotrf_taskdep simulation 32768 512 1 70 892.837 IdchireAffinityAVG RandLoc 113.773 2.09482 0
dpotrf_taskdep simulation 32768 512 1 72 919.023 IdchireAffinityAVG RandLoc 120.168 2.14008 0
dpotrf_taskdep simulation 32768 512 1 71 904.094 IdchireAffinityAVG RandLoc 124.427 2.21547 0
dpotrf_taskdep simulation 32768 512 1 74 941.004 IdchireAffinityAVG RandLoc 134.36 2.27996 0
dpotrf_taskdep simulation 32768 512 1 73 932.01 IdchireAffinityAVG RandLoc 129.972 2.24233 0
dpotrf_taskdep simulation 32768 512 1 75 957.821 IdchireAffinityAVG RandLoc 137.492 2.30052 0
dpotrf_taskdep simulation 32768 512 1 77 977.53 IdchireAffinityAVG RandLoc 144.901 2.3474 0
dpotrf_taskdep simulation 32768 512 1 76 966.959 IdchireAffinityAVG RandLoc 138.676 2.29342 0
dpotrf_taskdep simulation 32768 512 1 1 15.1751 IdchireAffinityAVG Affinity 1.00472 1.00002 0
dpotrf_taskdep simulation 32768 512 1 78 990.656 IdchireAffinityAVG RandLoc 146.323 2.34583 0
dpotrf_taskdep simulation 32768 512 1 2 30.3451 IdchireAffinityAVG Affinity 1.16261 1.00042 0
dpotrf_taskdep simulation 32768 512 1 79 1005.31 IdchireAffinityAVG RandLoc 154.175 2.41359 0
dpotrf_taskdep simulation 32768 512 1 3 45.5136 IdchireAffinityAVG Affinity 1.70968 1.00087 0
dpotrf_taskdep simulation 32768 512 1 80 1010.32 IdchireAffinityAVG RandLoc 153.46 2.38617 0
dpotrf_taskdep simulation 32768 512 1 4 60.6609 IdchireAffinityAVG Affinity 2.57238 1.00251 0
dpotrf_taskdep simulation 32768 512 1 82 1041.66 IdchireAffinityAVG RandLoc 166.31 2.49515 0
dpotrf_taskdep simulation 32768 512 1 84 1061.26 IdchireAffinityAVG RandLoc 168.686 2.47928 0
dpotrf_taskdep simulation 32768 512 1 83 1052.05 IdchireAffinityAVG RandLoc 172.418 2.54224 0
dpotrf_taskdep simulation 32768 512 1 5 75.8256 IdchireAffinityAVG Affinity 2.34412 1.0024 0
dpotrf_taskdep simulation 32768 512 1 81 1025 IdchireAffinityAVG RandLoc 167.418 2.53029 0
dpotrf_taskdep simulation 32768 512 1 6 90.9123 IdchireAffinityAVG Affinity 3.91921 1.00745 0
dpotrf_taskdep simulation 32768 512 1 7 106.051 IdchireAffinityAVG Affinity 3.92767 1.00861 0
dpotrf_taskdep simulation 32768 512 1 8 121.127 IdchireAffinityAVG Affinity 4.98715 1.01265 0
dpotrf_taskdep simulation 32768 512 1 85 1078.07 IdchireAffinityAVG RandLoc 177.905 2.5585 0
dpotrf_taskdep simulation 32768 512 1 86 1080.51 IdchireAffinityAVG RandLoc 193.956 2.71945 0
dpotrf_taskdep simulation 32768 512 1 9 135.722 IdchireAffinityAVG Affinity 5.14679 1.01525 0
dpotrf_taskdep simulation 32768 512 1 10 151.025 IdchireAffinityAVG Affinity 7.35371 1.0182 0
dpotrf_taskdep simulation 32768 512 1 12 181.167 IdchireAffinityAVG Affinity 6.50938 1.0222 0
dpotrf_taskdep simulation 32768 512 1 88 1104.88 IdchireAffinityAVG RandLoc 188.534 2.61243 0
dpotrf_taskdep simulation 32768 512 1 11 164.999 IdchireAffinityAVG Affinity 9.89515 1.03099 0
dpotrf_taskdep simulation 32768 512 1 87 1096.88 IdchireAffinityAVG RandLoc 194.409 2.69851 0
dpotrf_taskdep simulation 32768 512 1 14 210.082 IdchireAffinityAVG Affinity 11.3685 1.03521 0
dpotrf_taskdep simulation 32768 512 1 15 224.891 IdchireAffinityAVG Affinity 11.5049 1.04093 0
dpotrf_taskdep simulation 32768 512 1 90 1131.03 IdchireAffinityAVG RandLoc 200.837 2.70308 0
dpotrf_taskdep simulation 32768 512 1 89 1116.42 IdchireAffinityAVG RandLoc 199.148 2.7007 0
dpotrf_taskdep simulation 32768 512 1 91 1139.28 IdchireAffinityAVG RandLoc 211.528 2.78988 0
dpotrf_taskdep simulation 32768 512 1 17 256.322 IdchireAffinityAVG Affinity 9.72557 1.03746 0
