program runtime size blocksize iteration threads gflops model strat foo
dpotrf_taskdep simulation 32768 512 1 118 1338.25 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 118 1829.43 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 119 1362.99 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 119 1854.83 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 120 1373.3 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 120 1873.89 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 121 1372.32 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 121 1869.19 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 122 1378.39 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 122 1903.52 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 123 1387.75 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 123 1892.22 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 124 1404.96 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 124 1934.84 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 125 1417.01 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 125 1918.9 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 126 1433.48 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 126 1943.79 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 127 1439.13 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 127 1964.75 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 128 1427.82 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 128 1953.82 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 129 1458.82 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 129 1984.1 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 130 1469.73 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 130 1990.99 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 131 1471.81 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 131 2012.42 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 132 1487.75 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 132 2035.06 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 133 1501.48 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 133 2036.84 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 134 1504.96 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 134 2074.68 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 135 1508.65 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 135 2066.88 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 136 1518.48 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 136 2081.03 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 137 1536.06 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 137 2090.89 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 138 1535.57 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 138 2099.25 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 139 1566.96 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 139 2137.36 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 140 1554.06 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 140 2143.75 IdchireMax RandLoc 0
dpotrf_taskdep simulation 32768 512 1 141 1573 IdchireMin RandLoc 0
dpotrf_taskdep simulation 32768 512 1 141 2141.77 IdchireMax RandLoc 0
