Exp node_source total_cores kernel thread_dest size time-ms
bandwidth_200000000 0 25 copy 1  200000000 63.4836
bandwidth_200000000 0 25 copy 1  200000000 63.2058
bandwidth_200000000 0 25 copy 1  200000000 63.1753
bandwidth_200000000 0 25 copy 1  200000000 63.1591
bandwidth_200000000 0 25 copy 1  200000000 63.1564
bandwidth_200000000 0 25 copy 1  200000000 63.1275
bandwidth_200000000 0 25 copy 1  200000000 63.1595
bandwidth_200000000 0 25 copy 1  200000000 63.1397
bandwidth_200000000 0 25 copy 1  200000000 63.1895
bandwidth_200000000 0 25 copy 1  200000000 63.1619
bandwidth_200000000 0 25 copy 1  200000000 63.1283
bandwidth_200000000 0 25 copy 1  200000000 63.1656
bandwidth_200000000 0 25 copy 1  200000000 63.269
bandwidth_200000000 0 25 copy 1  200000000 63.1502
bandwidth_200000000 0 25 copy 1  200000000 63.1363
bandwidth_200000000 0 25 copy 1  200000000 63.1616
bandwidth_200000000 0 25 copy 1  200000000 63.1654
bandwidth_200000000 0 25 copy 1  200000000 63.1245
bandwidth_200000000 0 25 copy 1  200000000 63.1786
bandwidth_200000000 0 25 copy 1  200000000 63.1303
bandwidth_200000000 0 25 copy 1  200000000 63.1427
bandwidth_200000000 0 25 copy 1  200000000 63.1823
bandwidth_200000000 0 25 copy 1  200000000 63.1296
bandwidth_200000000 0 25 copy 1  200000000 63.1403
bandwidth_200000000 0 25 copy 1  200000000 63.1614
bandwidth_200000000 0 25 copy 1  200000000 63.1522
bandwidth_200000000 0 25 copy 1  200000000 63.1452
bandwidth_200000000 0 25 copy 1  200000000 63.1653
bandwidth_200000000 0 25 copy 1  200000000 63.5059
bandwidth_200000000 0 25 copy 1  200000000 63.126
bandwidth_200000000 0 25 copy 1  200000000 63.1296
bandwidth_200000000 0 25 copy 1  200000000 63.1496
bandwidth_200000000 0 25 copy 1  200000000 63.1459
bandwidth_200000000 0 25 copy 1  200000000 63.1766
bandwidth_200000000 0 25 copy 1  200000000 63.1146
bandwidth_200000000 0 25 copy 1  200000000 63.1269
