threads  kid  date(rdtsc)     duration  task_id
192       10   4092569631      3448917  dgemm
192        3   4093689778      2471613  dgemm
192        0   4094837134      2438262  dgemm
192       15   4093453168      3835869  dgemm
192       13   4093987505      3301614  dgemm
192        5   4093554625      3793227  dgemm
192       11   4093776912      3773034  dgemm
192       14   4094027541      3529359  dgemm
192       12   4094357149      3453183  dgemm
192        1   4094491450      3667683  dgemm
192        4   4094720158      3730269  dgemm
192        3   4096173574      2411688  dgemm
192        2   4094930599      3779751  dgemm
192        7   4095020149      3793146  dgemm
192        8   4095170540      3891897  dgemm
192        6   4095734476      3744780  dgemm
192        9   4095947644      3783591  dgemm
192       10   4096030200      3720390  dgemm
192        0   4097289925      3067920  dgemm
192       14   4097569098      3586782  dgemm
192       15   4097302870      3860745  dgemm
192       13   4097302862      3871008  dgemm
192        5   4097358376      3868419  dgemm
192       11   4097558628      3760080  dgemm
192       12   4097820937      3513780  dgemm
192        1   4098178834      3731892  dgemm
192        4   4098463951      3795834  dgemm
192        3   4098597406      3818706  dgemm
192        2   4098719683      3775905  dgemm
192        7   4098821710      3804411  dgemm
192        0   4100369644      2445120  dgemm
192        8   4099079492      3851544  dgemm
192        6   4099489243      3854385  dgemm
192        9   4099751302      3772197  dgemm
192       10   4099782723      3740844  dgemm
192       14   4101185652      3586401  dgemm
192       12   4101346759      3446232  dgemm
192       15   4101176053      3736737  dgemm
192       13   4101183839      3732168  dgemm
192       11   4101329763      3626055  dgemm
192        5   4101245029      3825948  dgemm
192        0   4102825819      2475975  dgemm
192        1   4101923506      3706281  dgemm
192        4   4102272274      3674688  dgemm
192        3   4102428967      3801750  dgemm
192        2   4102504348      3760797  dgemm
192        7   4102638910      3818355  dgemm
192        8   4102958825      3879195  dgemm
192        6   4103369521      3692007  dgemm
192       10   4103536398      3738708  dgemm
192        9   4103537800      3749403  dgemm
192        0   4105310698      2436570  dgemm
192       12   4104812089      3430368  dgemm
192       14   4104786678      3508977  dgemm
192       15   4104924199      3720363  dgemm
192       13   4104929009      3715896  dgemm
192       11   4104964713      3730344  dgemm
192        5   4105086214      3849573  dgemm
192        1   4105639822      3839766  dgemm
192        4   4105958902      3782511  dgemm
192        3   4106242102      3796395  dgemm
192        2   4106276266      3795678  dgemm
192        7   4106468638      3698631  dgemm
192        8   4106851448      3881937  dgemm
192        6   4107071425      3730176  dgemm
192        9   4107299629      3672015  dgemm
192       10   4107286860      3694470  dgemm
192        0   4107768268      3857718  dgemm
192       12   4108254658      3423090  dgemm
192       14   4108306113      3488259  dgemm
192       11   4108705968      3680769  dgemm
192       13   4108654109      3740901  dgemm
192       15   4108652347      3742665  dgemm
192        5   4108969561      3812403  dgemm
192        1   4109506798      3752655  dgemm
192        4   4109756200      3710625  dgemm
192        3   4110049840      3793437  dgemm
192        2   4110082531      3778638  dgemm
192        7   4110177961      3698766  dgemm
192        8   4110748292      3815256  dgemm
192       10   4110992802      3611526  dgemm
192        9   4110992848      3767550  dgemm
192       12   4111690579      3397674  dgemm
192       14   4111804374      3534732  dgemm
192        0   4111638697      3905952  dgemm
192       11   4112398065      3750651  dgemm
192       13   4112416682      3735474  dgemm
192       15   4112419396      3762480  dgemm
192        5   4112795815      3787560  dgemm
192        1   4113269836      3831540  dgemm
192        4   4113476302      3738861  dgemm
192        7   4113885310      3761802  dgemm
192        2   4113870340      3783867  dgemm
192        3   4113852814      3820452  dgemm
192       10   4114613979      3747717  dgemm
192        9   4114786018      3590196  dgemm
192        8   4114579448      3826347  dgemm
192       12   4115101996      3398862  dgemm
192       14   4115347812      3590130  dgemm
192        6   4115656387      3510726  dgemm
192        0   4115609479      3791226  dgemm
192       11   4116164649      3690429  dgemm
192       13   4116164660      3691749  dgemm
192       15   4116213805      3731208  dgemm
192        5   4116628927      3796296  dgemm
192        1   4117132231      3821007  dgemm
192        4   4117227577      3738501  dgemm
192        2   4117665748      3760815  dgemm
192        7   4117657525      3789447  dgemm
192        3   4117684237      3797712  dgemm
192        6   4119177232      2335188  dgemm
192       10   4118377737      3667464  dgemm
192        9   4118385157      3660261  dgemm
192       12   4118509207      3718419  dgemm
192        8   4118415026      3812646  dgemm
192       14   4118949078      3572424  dgemm
192        0   4119412993      3983499  dgemm
192       11   4119864108      3754008  dgemm
192       13   4119868922      3760788  dgemm
192       15   4119971704      3803415  dgemm
192        6   4121522269      2360166  dgemm
192        5   4120441435      3749397  dgemm
192        4   4120973812      3682299  dgemm
192        1   4120970689      3822198  dgemm
192        2   4121436355      3799515  dgemm
192        7   4121455561      3780372  dgemm
192        3   4121494519      3831102  dgemm
192       10   4122060108      3740049  dgemm
192        9   4122060076      3816603  dgemm
192        8   4122241094      3870627  dgemm
192       14   4122530769      3601731  dgemm
192       12   4122235462      3907239  dgemm
192        6   4123890217      2307015  dgemm
192        0   4123419676      3828465  dgemm
192       13   4123641671      3746925  dgemm
192       11   4123629030      3821544  dgemm
192       15   4123784566      3678138  dgemm
192        5   4124205325      3771963  dgemm
192        6   4126206487      2300772  dgemm
192        4   4124686726      3973824  dgemm
192        1   4124804998      3886896  dgemm
192        7   4125244879      3754185  dgemm
192        2   4125247537      3766773  dgemm
192       10   4125821538      3670488  dgemm
192        9   4125890911      3712650  dgemm
192       14   4126156968      3635853  dgemm
192        8   4126125416      3698520  dgemm
192       12   4126158367      3868881  dgemm
192        0   4127258059      3851067  dgemm
192       11   4127457084      3704847  dgemm
192       13   4127420144      3792711  dgemm
192       15   4127472148      3777957  dgemm
192        5   4127991823      3756585  dgemm
192        1   4128700138      3770355  dgemm
192        4   4128672469      3942867  dgemm
192        7   4129010926      3764232  dgemm
192        2   4129026976      3753351  dgemm
192        6   4130971192      2161056  dgemm
192       10   4129503954      3634992  dgemm
192        9   4129614976      3647475  dgemm
192       14   4129806690      3664218  dgemm
192        8   4129829855      3787206  dgemm
192        3   4130037109      4179903  dgemm
192       12   4130041696      4391961  dgemm
192       13   4131222794      3705060  dgemm
192       11   4131170682      3757704  dgemm
192       15   4131259225      3751161  dgemm
192        0   4131124645      3916560  dgemm
192        5   4131762739      3773565  dgemm
192        6   4133143729      2781804  dgemm
192        1   4132482577      3788367  dgemm
192        2   4132805764      3788730  dgemm
192        7   4132803691      3793137  dgemm
192        4   4132661515      3951957  dgemm
192        9   4133270842      3660861  dgemm
192       14   4133478777      3549750  dgemm
192       10   4133148897      4131882  dgemm
192        8   4133626244      3773160  dgemm
192       12   4134446905      3894579  dgemm
192       15   4135019557      3657279  dgemm
192       11   4134937626      3746073  dgemm
192       13   4134939563      3753579  dgemm
192        0   4135063144      3843036  dgemm
192        5   4135545772      3806136  dgemm
192        6   4135939072      3485796  dgemm
192        1   4136280964      3802089  dgemm
192        7   4136606056      3786453  dgemm
192        2   4136605960      3845451  dgemm
192       14   4137039915      3504363  dgemm
192        4   4136626513      3931407  dgemm
192       10   4137314046      3415440  dgemm
192        9   4136946163      3803634  dgemm
192        8   4137409718      3735150  dgemm
192       12   4138369804      3913440  dgemm
192       13   4138702934      3686883  dgemm
192       11   4138691670      3771015  dgemm
192       15   4138691824      3833085  dgemm
192        0   4138926169      3905478  dgemm
192        6   4139433109      3463749  dgemm
192        3   4139196658      3734979  dgemm
192        5   4139362780      3836127  dgemm
192        1   4140092998      3741192  dgemm
192       14   4140557073      3540480  dgemm
192        7   4140403705      3782883  dgemm
192        2   4140464884      3837666  dgemm
192       10   4140742362      3700935  dgemm
192        9   4140758224      3714279  dgemm
192        4   4140570025      3947628  dgemm
192        8   4141156676      3769716  dgemm
192       13   4142403473      3622860  dgemm
192       11   4142498877      3623532  dgemm
192       12   4142298964      3876762  dgemm
192        6   4142906377      3375309  dgemm
192       15   4142530021      3868935  dgemm
192        0   4142848132      3772020  dgemm
192        3   4142939773      3726432  dgemm
192       14   4144110321      3481404  dgemm
192        1   4143846574      3811149  dgemm
192        7   4144199860      3697539  dgemm
192        2   4144316794      3741174  dgemm
192        9   4144482688      3579534  dgemm
192       10   4144456959      3619749  dgemm
192        4   4144528201      3906834  dgemm
192        8   4144950629      3789261  dgemm
192        6   4146307984      3432660  dgemm
192       11   4146131469      3814077  dgemm
192       12   4146186160      3859686  dgemm
192       13   4146036569      4147665  dgemm
192       15   4146411118      3818547  dgemm
192        0   4146631783      3838728  dgemm
192       14   4147603950      3522207  dgemm
192        1   4147675498      3814185  dgemm
192        7   4147919281      3802371  dgemm
192       10   4148086788      3776970  dgemm
192        9   4148076016      4047261  dgemm
192        2   4148069278      4131861  dgemm
192        5   4148570611      3769119  dgemm
192        4   4148448535      3901314  dgemm
192        8   4148766221      3944850  dgemm
192       12   4150071433      2689629  dgemm
192        6   4149754072      3435801  dgemm
192       13   4150197608      3458139  dgemm
192       11   4149956205      3771546  dgemm
192       15   4150264996      3734049  dgemm
192        0   4150485304      3816135  dgemm
192       14   4151142105      3516000  dgemm
192        4   4152374575      2395068  dgemm
192        3   4151427214      3510504  dgemm
192        1   4151501257      3808410  dgemm
192        7   4151736049      3830913  dgemm
192       10   4151881239      3750636  dgemm
192        9   4152149587      3506928  dgemm
192        2   4152232003      3574275  dgemm
192       12   4152774373      3550440  dgemm
192        8   4152727469      3920409  dgemm
192        6   4153201348      3515613  dgemm
192        4   4154780344      2361378  dgemm
192       13   4153669574      3745854  dgemm
192       11   4153734015      3692823  dgemm
192       15   4154007004      3802728  dgemm
192        0   4154313307      3763827  dgemm
192       14   4154676276      3643350  dgemm
192        3   4154948554      3468264  dgemm
192        1   4155322075      3744120  dgemm
192        7   4155575095      3751224  dgemm
192       10   4155655122      3732684  dgemm
192        4   4157150068      2255610  dgemm
192        9   4155670099      3764673  dgemm
192        2   4155814588      3641295  dgemm
192        6   4156727155      3552852  dgemm
192       12   4156339249      4026747  dgemm
192        8   4156659803      3910851  dgemm
192        5   4156956004      3946866  dgemm
192       13   4157429639      3744147  dgemm
192       11   4157434152      3763458  dgemm
192       15   4157821465      3816363  dgemm
192        0   4158090721      3743907  dgemm
192        3   4158430099      3494724  dgemm
192       14   4158344586      3604425  dgemm
192        1   4159073932      3807156  dgemm
192        5   4160919403      2112603  dgemm
192        9   4159447147      3685278  dgemm
192        7   4159335979      3802611  dgemm
192        2   4159465126      3702126  dgemm
192       10   4159420098      4018236  dgemm
192        4   4159416145      4425633  dgemm
192       12   4160389555      3895092  dgemm
192        8   4160582348      3939861  dgemm
192       13   4161191276      3674823  dgemm
192       11   4161209763      3731880  dgemm
192       15   4161652450      3706914  dgemm
192       14   4161972534      3607710  dgemm
192        0   4161868429      3960192  dgemm
192        1   4162893412      3828813  dgemm
192        5   4163043562      3819954  dgemm
192        2   4163180788      3879822  dgemm
192       10   4163457228      3721524  dgemm
192        7   4163151070      4107444  dgemm
192        9   4163149348      4195494  dgemm
192        4   4163861215      3781263  dgemm
192       12   4164330499      3985620  dgemm
192        8   4164553538      3926400  dgemm
192        6   4165261537      3536784  dgemm
192       15   4165393291      3495117  dgemm
192       11   4164960279      3937218  dgemm
192       13   4164904424      4198206  dgemm
192       14   4165596594      3519294  dgemm
192        3   4167473428      2086860  dgemm
192        0   4165849579      3909372  dgemm
192        1   4166736667      3797364  dgemm
192        5   4166882113      3760065  dgemm
192       10   4167194046      3718407  dgemm
192        9   4167361321      3596394  dgemm
192        2   4167111214      3861492  dgemm
192        7   4167276460      3800127  dgemm
192        4   4167652447      3711849  dgemm
192       12   4168342663      3532608  dgemm
192        8   4168492871      3918504  dgemm
192       11   4168906248      3794337  dgemm
192       15   4168904779      3796425  dgemm
192       13   4169115659      3626499  dgemm
192       14   4169134491      3688917  dgemm
192        3   4169572813      3616566  dgemm
192        0   4169772283      3897999  dgemm
192        1   4170562576      3843510  dgemm
192       10   4170934206      3693693  dgemm
192        7   4171097440      3812187  dgemm
192        4   4171384297      3631350  dgemm
192        9   4170986476      4189200  dgemm
192        2   4170993184      4366746  dgemm
192       12   4171894981      3507927  dgemm
192        8   4172427107      3910128  dgemm
192       14   4172840202      3594984  dgemm
192       15   4172711827      3724491  dgemm
192       11   4172714463      3766164  dgemm
192       13   4172772326      3718257  dgemm
192        1   4174438048      2058807  dgemm
192        3   4173208960      3527322  dgemm
192        6   4173574624      3719949  dgemm
192        0   4173690367      3889983  dgemm
192        7   4174922740      3656328  dgemm
192        4   4175034847      3587319  dgemm
192       10   4174673148      4048827  dgemm
192        9   4175204653      3628908  dgemm
192        5   4175314966      3520683  dgemm
192       12   4175414623      3545178  dgemm
192        2   4175374078      3758403  dgemm
192       14   4176445740      3578910  dgemm
192        1   4176531133      3660510  dgemm
192       15   4176461227      3748185  dgemm
192       11   4176488337      3754560  dgemm
192        3   4176749971      3536676  dgemm
192       13   4176508109      3823428  dgemm
192        6   4177303582      3663642  dgemm
192        0   4177595500      3976431  dgemm
192        7   4178593594      3637758  dgemm
192       12   4178967091      3498039  dgemm
192        4   4178646772      3833652  dgemm
192        9   4178852392      3686022  dgemm
192       10   4178772738      3770535  dgemm
192        2   4179143971      3779796  dgemm
192        3   4180303075      3530403  dgemm
192       14   4180037778      4068804  dgemm
192       11   4180252413      3857523  dgemm
192       13   4180343990      3808641  dgemm
192       15   4180233502      4084818  dgemm
192        1   4180222441      4124349  dgemm
192        8   4181008097      3868287  dgemm
192        7   4182263002      2645976  dgemm
192        0   4181626840      3966357  dgemm
192        9   4182555622      3741762  dgemm
192       10   4182563049      3763512  dgemm
192       12   4182479344      4149123  dgemm
192        2   4182933520      3838515  dgemm
192        4   4182494764      4376655  dgemm
192        5   4183556737      3730734  dgemm
192        3   4183843768      3517938  dgemm
192        1   4184362366      3523485  dgemm
192       15   4184330005      3639036  dgemm
192       11   4184121402      3862419  dgemm
192       13   4184166905      3836817  dgemm
192        7   4184923744      3534546  dgemm
192        0   4185609694      3953316  dgemm
192        6   4185736951      3873228  dgemm
192        9   4186313197      3673215  dgemm
192       10   4186338522      3680766  dgemm
192       12   4186634794      3530826  dgemm
192        2   4186786822      3852378  dgemm
192        3   4187404177      3517356  dgemm
192        4   4186886848      4276872  dgemm
192        1   4187902267      3522540  dgemm
192       15   4187980807      3768486  dgemm
192       11   4187993379      3816834  dgemm
192       13   4188029654      3801798  dgemm
192        8   4189444199      2524623  dgemm
192        7   4188475633      3982257  dgemm
192       14   4189521684      3638847  dgemm
192        6   4189622494      3809253  dgemm
192        9   4189999543      3685266  dgemm
192       10   4190029158      3684678  dgemm
192       12   4190177440      3545172  dgemm
192        2   4190649142      3727140  dgemm
192        3   4190950708      3494082  dgemm
192        1   4191439966      3533877  dgemm
192        4   4191204805      3770676  dgemm
192        5   4192005046      3802707  dgemm
192        8   4191978779      3887121  dgemm
192        7   4192489606      3707388  dgemm
192       14   4193231580      3658431  dgemm
192        6   4193443936      3721572  dgemm
192        9   4193696938      3759741  dgemm
192       10   4193726115      3761583  dgemm
192        0   4194475411      3573891  dgemm
192        1   4194986899      3730395  dgemm
192        4   4194991573      3728694  dgemm
192       14   4196900322      2258112  dgemm
192        8   4195886444      3753651  dgemm
192        5   4195826326      3824439  dgemm
192        7   4196209471      3767340  dgemm
192       13   4196857814      3203025  dgemm
192       11   4196801916      3265155  dgemm
192       15   4196541403      3542646  dgemm
192        9   4197466423      3796128  dgemm
192       10   4197515694      3747387  dgemm
192       14   4199179332      2623479  dgemm
192       12   4198661146      3259365  dgemm
192        2   4199019601      3395856  dgemm
192        1   4198731997      3788502  dgemm
192        4   4198733032      3799224  dgemm
192        3   4199178004      3608577  dgemm
192        7   4199998711      3738828  dgemm
192        5   4199659822      4198602  dgemm
192        9   4201277164      3751830  dgemm
192       10   4201279674      3784164  dgemm
192       14   4201820382      3573126  dgemm
192        6   4201708564      3884949  dgemm
192        1   4202532691      3770565  dgemm
192        4   4202545243      3765531  dgemm
192        0   4202778220      3821307  dgemm
192        7   4203751903      3768789  dgemm
192        5   4203876604      3843534  dgemm
192       15   4204884790      3384747  dgemm
192       11   4204559655      3725292  dgemm
192       13   4204827194      3483714  dgemm
192        8   4205161541      3632676  dgemm
192       14   4205408580      4069161  dgemm
192        6   4205605444      3887979  dgemm
192        3   4207471198      2292252  dgemm
192       12   4206591382      3466323  dgemm
192        0   4206612205      3720648  dgemm
192        2   4206898315      3530658  dgemm
192        7   4207548520      4088241  dgemm
192       11   4208294496      3484971  dgemm
192       13   4208319542      3569874  dgemm
192       15   4208280610      3630723  dgemm
192        5   4207730695      4284216  dgemm
192        8   4208807306      3979131  dgemm
192        3   4209776440      3592278  dgemm
192       12   4210072717      3444762  dgemm
192        9   4210195885      3398403  dgemm
192       10   4210141266      3490617  dgemm
192       14   4209497334      4252095  dgemm
192        2   4210438333      3510129  dgemm
192        6   4209499654      4506909  dgemm
192        1   4211314750      3429042  dgemm
192        4   4211307301      3493680  dgemm
192        8   4212801119      2243715  dgemm
192        7   4211651890      3815112  dgemm
192        5   4212032485      3849738  dgemm
192        3   4213379809      3507336  dgemm
192       14   4213777077      3772419  dgemm
192        6   4214011345      3752886  dgemm
192        5   4215891940      2311299  dgemm
192        8   4215070355      3890466  dgemm
192        0   4215128545      3889902  dgemm
192        7   4215479977      3819537  dgemm
192       11   4216354737      3533019  dgemm
192       13   4216507211      3430287  dgemm
192       15   4216661275      3389994  dgemm
192        5   4218216781      2934783  dgemm
192        9   4218081958      3616560  dgemm
192       14   4217567196      4489155  dgemm
192       12   4218198628      4200429  dgemm
192       10   4218428766      4087641  dgemm
192        2   4218443047      4263285  dgemm
192        0   4219037683      3772566  dgemm
192        8   4218981584      3922467  dgemm
192        7   4219315870      3814704  dgemm
192        4   4219404460      3736497  dgemm
192       11   4219902990      3303831  dgemm
192       13   4219951796      3351255  dgemm
192        1   4219994119      3382071  dgemm
192       15   4220061913      3383706  dgemm
192        5   4221180007      3881277  dgemm
192        3   4221560431      3589188  dgemm
192        9   4221714436      3637926  dgemm
192       10   4222525452      3298380  dgemm
192       14   4222083924      3765855  dgemm
192       12   4222418716      3506208  dgemm
192        2   4222716961      3520227  dgemm
192        0   4222821706      3737820  dgemm
192       13   4223333831      3273042  dgemm
192       11   4223219514      3497859  dgemm
192        8   4222913534      3822954  dgemm
192        4   4223152888      3607176  dgemm
192        1   4223384308      3389922  dgemm
192       15   4223453977      3421011  dgemm
192        7   4223145727      3761469  dgemm
192        6   4223626390      3461502  dgemm
192        3   4225160233      3583284  dgemm
192        5   4225073779      3845961  dgemm
192       12   4225934815      3415461  dgemm
192        2   4226250973      3525486  dgemm
192       14   4225860882      3996144  dgemm
192        6   4227097225      3591747  dgemm
192        7   4226920654      3770727  dgemm
192        3   4228763053      2557254  dgemm
192        5   4228941919      3844239  dgemm
192        9   4229925052      3629013  dgemm
192       14   4229882265      3796227  dgemm
192       10   4230573495      3462831  dgemm
192        6   4230697546      3671421  dgemm
192        7   4230699991      3712542  dgemm
192        3   4231331488      3791703  dgemm
192        1   4231776463      3426516  dgemm
192        8   4231642538      3664194  dgemm
192       15   4231655182      3857757  dgemm
192       11   4232166027      3457359  dgemm
192       13   4232166071      3486876  dgemm
192        4   4232234092      3448320  dgemm
192        0   4232252968      3892902  dgemm
192        5   4232798158      3843333  dgemm
192        9   4233576613      3638802  dgemm
192       12   4233744895      3486801  dgemm
192       10   4234047282      3345888  dgemm
192       14   4233691599      3827574  dgemm
192        2   4234251196      3441963  dgemm
192        6   4234381129      3869517  dgemm
192        7   4234429711      3840072  dgemm
192        1   4235227288      3560745  dgemm
192        3   4235144845      3693930  dgemm
192        4   4235699302      3386946  dgemm
192        8   4235321348      3792738  dgemm
192       11   4235640960      3568311  dgemm
192       13   4235668775      3634368  dgemm
192       15   4235531374      3773694  dgemm
192        0   4236166888      3865671  dgemm
192        5   4236660454      3872697  dgemm
192       12   4237242865      3443157  dgemm
192        9   4237232413      3707532  dgemm
192       10   4237403724      3550149  dgemm
192        2   4237703230      3439206  dgemm
192       14   4237531062      3695382  dgemm
192        7   4238289862      3604758  dgemm
192        6   4238263408      3711438  dgemm
192        3   4238871235      3585603  dgemm
192        1   4238802436      3704025  dgemm
192        4   4239099709      3409080  dgemm
192       13   4239319496      3550659  dgemm
192       11   4239224163      3728259  dgemm
192       15   4239313633      3654507  dgemm
192        8   4239137618      3989904  dgemm
192        0   4240047871      3749565  dgemm
192       12   4240701868      3411549  dgemm
192        5   4240547737      3851502  dgemm
192        2   4241151838      3411282  dgemm
192       14   4241248197      3686349  dgemm
192        7   4241906092      3603663  dgemm
192       11   4242960522      3577656  dgemm
192       13   4242893069      3718458  dgemm
192       15   4242973585      3663012  dgemm
192        8   4243137671      3632631  dgemm
192       12   4244121610      3399132  dgemm
192        0   4243812283      3808395  dgemm
192        2   4244572801      3386733  dgemm
192        5   4244411233      3828933  dgemm
192       14   4244949711      3793536  dgemm
192        8   4246778861      2271720  dgemm
192        7   4245518203      3544323  dgemm
192        9   4245434158      3649794  dgemm
192       10   4245734865      3450252  dgemm
192        6   4246727716      3821181  dgemm
192        4   4246957105      3628203  dgemm
192        1   4246955422      3648084  dgemm
192        3   4247142799      3495519  dgemm
192       14   4248755061      3677814  dgemm
192        7   4249073341      3521841  dgemm
192        9   4249093186      3608628  dgemm
192       10   4249194267      3510501  dgemm
192        8   4249062323      3867513  dgemm
192        1   4250614144      3607635  dgemm
192        4   4250595157      3635712  dgemm
192        3   4250646232      3634545  dgemm
192        6   4250559475      3787380  dgemm
192       15   4251435004      3541428  dgemm
192       13   4251445613      3552828  dgemm
192       11   4251102810      3899571  dgemm
192       12   4251786007      3461943  dgemm
192        0   4252257190      3663516  dgemm
192        2   4252513882      3458982  dgemm
192       14   4252448373      3901815  dgemm
192        9   4252714774      3670470  dgemm
192       10   4252715919      3691476  dgemm
192        5   4253243164      3550509  dgemm
192        8   4252942208      3859881  dgemm
192        4   4254238966      3604548  dgemm
192        1   4254230992      3612558  dgemm
192        6   4254358519      3813408  dgemm
192        3   4254299791      4022691  dgemm
192       11   4255013364      3758583  dgemm
192       13   4255009073      3777333  dgemm
192       15   4254986590      3807927  dgemm
192       12   4255264396      4021518  dgemm
192        0   4255936696      3698229  dgemm
192        2   4256000614      3635640  dgemm
192       10   4256416590      3705171  dgemm
192        9   4256398108      3732747  dgemm
192       14   4256438802      3915123  dgemm
192        8   4256817200      3863925  dgemm
192        7   4257884926      3475902  dgemm
192        4   4257853516      3644919  dgemm
192        1   4257853066      3647616  dgemm
192        6   4258180084      3693411  dgemm
192        3   4258335523      3629415  dgemm
192       13   4258795661      3763506  dgemm
192       11   4258784100      3790107  dgemm
192       15   4258804159      3782379  dgemm
192       12   4259297017      3425796  dgemm
192        2   4259647687      3586578  dgemm
192        0   4259645482      3594342  dgemm
192        3   4261973164      2195706  dgemm
192       14   4260368376      3930624  dgemm
192        8   4260707570      3835098  dgemm
192        5   4261517503      3672930  dgemm
192        6   4261881811      3499464  dgemm
192       11   4262581776      3763434  dgemm
192       13   4262577353      3789471  dgemm
192       12   4262731852      3637707  dgemm
192       15   4262593177      3780939  dgemm
192        2   4263243088      3587751  dgemm
192        0   4263252865      3632757  dgemm
192        3   4264175692      3859512  dgemm
192       14   4264313247      3875772  dgemm
192        8   4264553948      3859086  dgemm
192        9   4264859851      3691269  dgemm
192       10   4264888044      3686865  dgemm
192        5   4265200705      3696876  dgemm
192        7   4265979964      3634695  dgemm
192        4   4266002077      3760020  dgemm
192        1   4266288622      3486300  dgemm
192       11   4266358827      3800610  dgemm
192       12   4266398713      3782019  dgemm
192       15   4266381745      3801792  dgemm
192       13   4266376790      3809211  dgemm
192        0   4266895969      3579909  dgemm
192        2   4266839380      3638970  dgemm
192        3   4268052559      3816894  dgemm
192        8   4268421845      3863124  dgemm
192        9   4268561245      3745677  dgemm
192       10   4268584920      3727665  dgemm
192       14   4268199513      4532814  dgemm
192        7   4269625774      3351087  dgemm
192        4   4269773443      3688509  dgemm
192        1   4269788248      3680334  dgemm
192        6   4270834627      3398814  dgemm
192        3   4271879446      3774090  dgemm
192        9   4272315688      3721038  dgemm
192       10   4272327264      3725580  dgemm
192        8   4272312932      3850560  dgemm
192       14   4272749685      3785187  dgemm
192        7   4272985588      3594222  dgemm
192        1   4273477111      3708138  dgemm
192        4   4273472029      3713529  dgemm
192        5   4273525186      3743238  dgemm
192        6   4274243977      3743352  dgemm
192       12   4274742535      3447210  dgemm
192       13   4275196793      3154467  dgemm
192       11   4274797734      3763662  dgemm
192       15   4275171379      3533721  dgemm
192        2   4275264997      3946110  dgemm
192        0   4275309772      3946023  dgemm
192        3   4275666142      3819414  dgemm
192       10   4276065702      3714366  dgemm
192        9   4276062532      3743832  dgemm
192        7   4276604317      3416835  dgemm
192       14   4276569942      3771546  dgemm
192        4   4277204473      3700458  dgemm
192        1   4277201380      3713331  dgemm
192        5   4277288188      3750519  dgemm
192       12   4278211804      3469941  dgemm
192        6   4278001999      3738552  dgemm
192       13   4278368444      3430209  dgemm
192       11   4278582852      3512988  dgemm
192       15   4278715495      3468888  dgemm
192        2   4279227895      3909414  dgemm
192        9   4279817983      3614094  dgemm
192       10   4279791633      3654819  dgemm
192        7   4280032561      3651654  dgemm
192        0   4279274194      4445661  dgemm
192       14   4280351412      3703452  dgemm
192        1   4280947543      3656316  dgemm
192        4   4280917015      3699204  dgemm
192        5   4281045976      3709662  dgemm
192       12   4281692326      3437994  dgemm
192       13   4281807671      3446196  dgemm
192        8   4281917072      3543000  dgemm
192        6   4281750433      3740940  dgemm
192       11   4282104075      3432201  dgemm
192       15   4282204432      3469515  dgemm
192        2   4283145172      3873375  dgemm
192        7   4283694505      3539043  dgemm
192        3   4284121318      3461388  dgemm
192        0   4283732782      3933096  dgemm
192       14   4284084882      3751386  dgemm
192       12   4285143508      3422988  dgemm
192       13   4285264871      3445539  dgemm
192       11   4285546074      3431250  dgemm
192       15   4285684975      3406572  dgemm
192        6   4285502689      3711177  dgemm
192        7   4287257710      2134263  dgemm
192        3   4287594985      3262488  dgemm
192        2   4287084679      3889593  dgemm
192        0   4287685615      3882066  dgemm
192       14   4287856338      3934002  dgemm
192        9   4288259290      3687828  dgemm
192       10   4288290546      3670239  dgemm
192        7   4289408707      2580645  dgemm
192       12   4288581814      3418755  dgemm
192       13   4288724567      3427353  dgemm
192       11   4288989390      3452166  dgemm
192        1   4289175613      3465078  dgemm
192       15   4289100424      3601398  dgemm
192        6   4289224297      3585615  dgemm
192        5   4289383558      3808275  dgemm
192        4   4289408422      3973110  dgemm
192        8   4289954462      3974283  dgemm
192        3   4290889543      3883965  dgemm
192        2   4290981241      3905193  dgemm
192        0   4291579054      3419310  dgemm
192        7   4292002354      3097890  dgemm
192       14   4291806018      3470385  dgemm
192       10   4291971648      3680139  dgemm
192        9   4291955383      3722889  dgemm
192       11   4292456685      3428592  dgemm
192       13   4292163485      3736905  dgemm
192       12   4292011228      4008942  dgemm
192        1   4292654674      3493503  dgemm
192       15   4292714425      3507651  dgemm
192        5   4293208111      3778572  dgemm
192        4   4293409393      3842520  dgemm
192        8   4293940121      3933468  dgemm
192        3   4294785430      3538836  dgemm
192       14   4295292597      3391710  dgemm
192        7   4295112427      3669963  dgemm
192        2   4294893382      3919710  dgemm
192        0   4295010262      3838266  dgemm
192       11   4295906214      3162621  dgemm
192        9   4295692738      3632487  dgemm
192       10   4295672541      3715383  dgemm
192       12   4296034912      3518751  dgemm
192       13   4295914442      3779769  dgemm
192        1   4296165565      3537147  dgemm
192       15   4296238684      3800451  dgemm
192        5   4297005613      3764355  dgemm
192        6   4297773958      3296085  dgemm
192        4   4297268446      3801912  dgemm
192        3   4298335159      3505581  dgemm
192       14   4298699187      3475590  dgemm
192       11   4299079092      3235116  dgemm
192        7   4298795200      3649905  dgemm
192        2   4298823037      3915066  dgemm
192        0   4298867917      3870684  dgemm
192        9   4299339376      3680280  dgemm
192       10   4299421791      3641487  dgemm
192       12   4299566254      3503634  dgemm
192       15   4300055554      3781545  dgemm
