Exp node_source total_cores kernel thread_dest size time-ms
bandwidth_200000000 0 25 copy 1  200000000 46.1759
bandwidth_200000000 0 25 copy 1  200000000 45.951
bandwidth_200000000 0 25 copy 1  200000000 45.964
bandwidth_200000000 0 25 copy 1  200000000 46.0875
bandwidth_200000000 0 25 copy 1  200000000 45.9326
bandwidth_200000000 0 25 copy 1  200000000 45.8998
bandwidth_200000000 0 25 copy 1  200000000 45.8894
bandwidth_200000000 0 25 copy 1  200000000 45.9034
bandwidth_200000000 0 25 copy 1  200000000 45.9091
bandwidth_200000000 0 25 copy 1  200000000 45.8886
bandwidth_200000000 0 25 copy 1  200000000 45.8989
bandwidth_200000000 0 25 copy 1  200000000 45.8831
bandwidth_200000000 0 25 copy 1  200000000 45.905
bandwidth_200000000 0 25 copy 1  200000000 45.8834
bandwidth_200000000 0 25 copy 1  200000000 45.8929
bandwidth_200000000 0 25 copy 1  200000000 45.8792
bandwidth_200000000 0 25 copy 1  200000000 45.8961
bandwidth_200000000 0 25 copy 1  200000000 45.9148
bandwidth_200000000 0 25 copy 1  200000000 45.8932
bandwidth_200000000 0 25 copy 1  200000000 45.9245
bandwidth_200000000 0 25 copy 1  200000000 45.8809
bandwidth_200000000 0 25 copy 1  200000000 45.908
bandwidth_200000000 0 25 copy 1  200000000 45.8841
bandwidth_200000000 0 25 copy 1  200000000 45.9108
bandwidth_200000000 0 25 copy 1  200000000 45.8917
bandwidth_200000000 0 25 copy 1  200000000 46.331
bandwidth_200000000 0 25 copy 1  200000000 45.9115
bandwidth_200000000 0 25 copy 1  200000000 45.9052
bandwidth_200000000 0 25 copy 1  200000000 45.8892
bandwidth_200000000 0 25 copy 1  200000000 45.8997
bandwidth_200000000 0 25 copy 1  200000000 45.9266
bandwidth_200000000 0 25 copy 1  200000000 45.8975
bandwidth_200000000 0 25 copy 1  200000000 45.9091
bandwidth_200000000 0 25 copy 1  200000000 45.9256
bandwidth_200000000 0 25 copy 1  200000000 45.9187
bandwidth_200000000 0 25 copy 1  200000000 45.911
bandwidth_200000000 0 25 copy 1  200000000 45.9124
bandwidth_200000000 0 25 copy 1  200000000 45.8915
bandwidth_200000000 0 25 copy 1  200000000 45.882
bandwidth_200000000 0 25 copy 1  200000000 45.8832
bandwidth_200000000 0 25 copy 1  200000000 45.8963
bandwidth_200000000 0 25 copy 1  200000000 45.8932
bandwidth_200000000 0 25 copy 1  200000000 45.9776
bandwidth_200000000 0 25 copy 1  200000000 45.9335
bandwidth_200000000 0 25 copy 1  200000000 45.9226
bandwidth_200000000 0 25 copy 1  200000000 45.9182
bandwidth_200000000 0 25 copy 1  200000000 46.0084
bandwidth_200000000 0 25 copy 1  200000000 46.6732
bandwidth_200000000 0 25 copy 1  200000000 45.9134
bandwidth_200000000 0 25 copy 1  200000000 45.9188
bandwidth_200000000 0 25 copy 8  200000000 116.066
bandwidth_200000000 0 25 copy 8  200000000 114.173
bandwidth_200000000 0 25 copy 8  200000000 114.259
bandwidth_200000000 0 25 copy 8  200000000 114.28
bandwidth_200000000 0 25 copy 8  200000000 114.136
bandwidth_200000000 0 25 copy 8  200000000 114.322
bandwidth_200000000 0 25 copy 8  200000000 114.115
bandwidth_200000000 0 25 copy 8  200000000 114.236
bandwidth_200000000 0 25 copy 8  200000000 114.156
bandwidth_200000000 0 25 copy 8  200000000 114.263
bandwidth_200000000 0 25 copy 8  200000000 114.23
bandwidth_200000000 0 25 copy 8  200000000 114.143
bandwidth_200000000 0 25 copy 8  200000000 114.233
bandwidth_200000000 0 25 copy 8  200000000 114.141
bandwidth_200000000 0 25 copy 8  200000000 114.542
bandwidth_200000000 0 25 copy 8  200000000 114.153
bandwidth_200000000 0 25 copy 8  200000000 114.259
bandwidth_200000000 0 25 copy 8  200000000 114.196
bandwidth_200000000 0 25 copy 8  200000000 114.149
bandwidth_200000000 0 25 copy 8  200000000 114.235
bandwidth_200000000 0 25 copy 8  200000000 114.108
bandwidth_200000000 0 25 copy 8  200000000 114.225
bandwidth_200000000 0 25 copy 8  200000000 114.121
bandwidth_200000000 0 25 copy 8  200000000 114.346
bandwidth_200000000 0 25 copy 8  200000000 114.225
