Exp total_cores kernel thread size time-ms
bandwidth_200000000_0 25 copy 1  200000000 94.7542
bandwidth_200000000_0 25 copy 1  200000000 94.7788
bandwidth_200000000_0 25 copy 1  200000000 94.7722
bandwidth_200000000_0 25 copy 1  200000000 94.7099
bandwidth_200000000_0 25 copy 1  200000000 94.7469
bandwidth_200000000_0 25 copy 1  200000000 94.7319
bandwidth_200000000_0 25 copy 1  200000000 94.698
bandwidth_200000000_0 25 copy 1  200000000 94.745
bandwidth_200000000_0 25 copy 1  200000000 94.8606
bandwidth_200000000_0 25 copy 1  200000000 94.7526
bandwidth_200000000_0 25 copy 1  200000000 94.7042
bandwidth_200000000_0 25 copy 1  200000000 94.7302
bandwidth_200000000_0 25 copy 1  200000000 94.6876
bandwidth_200000000_0 25 copy 1  200000000 94.6905
bandwidth_200000000_0 25 copy 1  200000000 94.7191
bandwidth_200000000_0 25 copy 1  200000000 94.7564
bandwidth_200000000_0 25 copy 1  200000000 94.7341
bandwidth_200000000_0 25 copy 1  200000000 94.7129
bandwidth_200000000_0 25 copy 1  200000000 94.7251
bandwidth_200000000_0 25 copy 1  200000000 95.091
bandwidth_200000000_0 25 copy 1  200000000 94.7053
bandwidth_200000000_0 25 copy 1  200000000 94.7218
bandwidth_200000000_0 25 copy 1  200000000 94.7111
bandwidth_200000000_0 25 copy 1  200000000 94.7076
bandwidth_200000000_0 25 copy 1  200000000 94.7237
bandwidth_200000000_0 25 copy 1  200000000 94.7339
bandwidth_200000000_0 25 copy 1  200000000 94.7048
bandwidth_200000000_0 25 copy 1  200000000 94.7363
bandwidth_200000000_0 25 copy 1  200000000 94.7432
bandwidth_200000000_0 25 copy 1  200000000 94.7035
bandwidth_200000000_0 25 copy 1  200000000 94.847
bandwidth_200000000_0 25 copy 1  200000000 94.7175
bandwidth_200000000_0 25 copy 1  200000000 94.7608
bandwidth_200000000_0 25 copy 1  200000000 94.73
bandwidth_200000000_0 25 copy 1  200000000 94.7131
bandwidth_200000000_0 25 copy 1  200000000 94.6985
bandwidth_200000000_0 25 copy 1  200000000 94.7124
bandwidth_200000000_0 25 copy 1  200000000 94.7359
bandwidth_200000000_0 25 copy 1  200000000 94.715
bandwidth_200000000_0 25 copy 1  200000000 94.687
bandwidth_200000000_0 25 copy 1  200000000 95.0796
bandwidth_200000000_0 25 copy 1  200000000 94.7307
bandwidth_200000000_0 25 copy 1  200000000 94.7356
bandwidth_200000000_0 25 copy 1  200000000 94.7188
bandwidth_200000000_0 25 copy 1  200000000 94.7097
bandwidth_200000000_0 25 copy 1  200000000 94.6976
bandwidth_200000000_0 25 copy 1  200000000 94.7301
bandwidth_200000000_0 25 copy 1  200000000 94.7082
bandwidth_200000000_0 25 copy 1  200000000 94.7157
bandwidth_200000000_0 25 copy 1  200000000 94.7369
bandwidth_200000000_0 25 copy 8  200000000 132.032
bandwidth_200000000_0 25 copy 8  200000000 130.983
bandwidth_200000000_0 25 copy 8  200000000 130.877
bandwidth_200000000_0 25 copy 8  200000000 130.941
bandwidth_200000000_0 25 copy 8  200000000 130.96
bandwidth_200000000_0 25 copy 8  200000000 130.922
bandwidth_200000000_0 25 copy 8  200000000 131.168
bandwidth_200000000_0 25 copy 8  200000000 130.979
bandwidth_200000000_0 25 copy 8  200000000 130.896
bandwidth_200000000_0 25 copy 8  200000000 130.972
bandwidth_200000000_0 25 copy 8  200000000 130.952
bandwidth_200000000_0 25 copy 8  200000000 130.917
bandwidth_200000000_0 25 copy 8  200000000 130.907
bandwidth_200000000_0 25 copy 8  200000000 130.925
bandwidth_200000000_0 25 copy 8  200000000 131.22
bandwidth_200000000_0 25 copy 8  200000000 130.944
bandwidth_200000000_0 25 copy 8  200000000 131.293
bandwidth_200000000_0 25 copy 8  200000000 130.866
bandwidth_200000000_0 25 copy 8  200000000 130.927
bandwidth_200000000_0 25 copy 8  200000000 130.955
bandwidth_200000000_0 25 copy 8  200000000 130.869
bandwidth_200000000_0 25 copy 8  200000000 131.06
bandwidth_200000000_0 25 copy 8  200000000 130.989
bandwidth_200000000_0 25 copy 8  200000000 130.871
bandwidth_200000000_0 25 copy 8  200000000 130.944
bandwidth_200000000_0 25 copy 8  200000000 130.904
bandwidth_200000000_0 25 copy 8  200000000 130.906
bandwidth_200000000_0 25 copy 8  200000000 130.956
bandwidth_200000000_0 25 copy 8  200000000 130.841
bandwidth_200000000_0 25 copy 8  200000000 131.26
bandwidth_200000000_0 25 copy 8  200000000 130.996
bandwidth_200000000_0 25 copy 8  200000000 130.916
bandwidth_200000000_0 25 copy 8  200000000 130.985
bandwidth_200000000_0 25 copy 8  200000000 130.993
bandwidth_200000000_0 25 copy 8  200000000 130.889
bandwidth_200000000_0 25 copy 8  200000000 130.929
bandwidth_200000000_0 25 copy 8  200000000 130.925
bandwidth_200000000_0 25 copy 8  200000000 130.995
bandwidth_200000000_0 25 copy 8  200000000 130.962
bandwidth_200000000_0 25 copy 8  200000000 130.917
bandwidth_200000000_0 25 copy 8  200000000 130.858
bandwidth_200000000_0 25 copy 8  200000000 130.978
bandwidth_200000000_0 25 copy 8  200000000 131.001
bandwidth_200000000_0 25 copy 8  200000000 130.866
bandwidth_200000000_0 25 copy 8  200000000 131.295
bandwidth_200000000_0 25 copy 8  200000000 130.946
bandwidth_200000000_0 25 copy 8  200000000 130.924
bandwidth_200000000_0 25 copy 8  200000000 130.938
bandwidth_200000000_0 25 copy 8  200000000 130.974
bandwidth_200000000_0 25 copy 8  200000000 130.878
bandwidth_200000000_0 25 copy 16  200000000 177.206
bandwidth_200000000_0 25 copy 16  200000000 155.02
bandwidth_200000000_0 25 copy 16  200000000 155.03
bandwidth_200000000_0 25 copy 16  200000000 155.047
bandwidth_200000000_0 25 copy 16  200000000 155.05
bandwidth_200000000_0 25 copy 16  200000000 155.005
bandwidth_200000000_0 25 copy 16  200000000 155.259
bandwidth_200000000_0 25 copy 16  200000000 155.053
bandwidth_200000000_0 25 copy 16  200000000 155.042
bandwidth_200000000_0 25 copy 16  200000000 155.043
bandwidth_200000000_0 25 copy 16  200000000 155.004
bandwidth_200000000_0 25 copy 16  200000000 154.996
bandwidth_200000000_0 25 copy 16  200000000 155.009
bandwidth_200000000_0 25 copy 16  200000000 155.169
bandwidth_200000000_0 25 copy 16  200000000 155.016
bandwidth_200000000_0 25 copy 16  200000000 154.972
bandwidth_200000000_0 25 copy 16  200000000 155.07
bandwidth_200000000_0 25 copy 16  200000000 155.078
bandwidth_200000000_0 25 copy 16  200000000 155.007
bandwidth_200000000_0 25 copy 16  200000000 155.308
bandwidth_200000000_0 25 copy 16  200000000 154.994
bandwidth_200000000_0 25 copy 16  200000000 155.004
bandwidth_200000000_0 25 copy 16  200000000 155.038
bandwidth_200000000_0 25 copy 16  200000000 155.101
bandwidth_200000000_0 25 copy 16  200000000 155.012
bandwidth_200000000_0 25 copy 16  200000000 155.097
bandwidth_200000000_0 25 copy 16  200000000 155.011
bandwidth_200000000_0 25 copy 16  200000000 154.981
bandwidth_200000000_0 25 copy 16  200000000 154.975
bandwidth_200000000_0 25 copy 16  200000000 155.042
bandwidth_200000000_0 25 copy 16  200000000 155.034
bandwidth_200000000_0 25 copy 16  200000000 155.02
bandwidth_200000000_0 25 copy 16  200000000 155.394
bandwidth_200000000_0 25 copy 16  200000000 155.032
bandwidth_200000000_0 25 copy 16  200000000 154.986
bandwidth_200000000_0 25 copy 16  200000000 154.998
bandwidth_200000000_0 25 copy 16  200000000 155.043
bandwidth_200000000_0 25 copy 16  200000000 155.06
bandwidth_200000000_0 25 copy 16  200000000 155.132
bandwidth_200000000_0 25 copy 16  200000000 155.001
bandwidth_200000000_0 25 copy 16  200000000 155.044
bandwidth_200000000_0 25 copy 16  200000000 154.971
bandwidth_200000000_0 25 copy 16  200000000 155.047
bandwidth_200000000_0 25 copy 16  200000000 154.997
bandwidth_200000000_0 25 copy 16  200000000 155.012
bandwidth_200000000_0 25 copy 16  200000000 155.286
bandwidth_200000000_0 25 copy 16  200000000 155.032
bandwidth_200000000_0 25 copy 16  200000000 155.058
bandwidth_200000000_0 25 copy 16  200000000 155.058
bandwidth_200000000_0 25 copy 16  200000000 154.995
bandwidth_200000000_0 25 copy 24  200000000 202.567
bandwidth_200000000_0 25 copy 24  200000000 154.663
bandwidth_200000000_0 25 copy 24  200000000 154.693
bandwidth_200000000_0 25 copy 24  200000000 154.649
bandwidth_200000000_0 25 copy 24  200000000 154.74
bandwidth_200000000_0 25 copy 24  200000000 154.652
bandwidth_200000000_0 25 copy 24  200000000 154.988
bandwidth_200000000_0 25 copy 24  200000000 154.62
bandwidth_200000000_0 25 copy 24  200000000 154.66
bandwidth_200000000_0 25 copy 24  200000000 154.65
bandwidth_200000000_0 25 copy 24  200000000 154.65
bandwidth_200000000_0 25 copy 24  200000000 154.702
bandwidth_200000000_0 25 copy 24  200000000 154.81
bandwidth_200000000_0 25 copy 24  200000000 154.605
bandwidth_200000000_0 25 copy 24  200000000 154.653
bandwidth_200000000_0 25 copy 24  200000000 154.657
bandwidth_200000000_0 25 copy 24  200000000 154.604
bandwidth_200000000_0 25 copy 24  200000000 154.652
bandwidth_200000000_0 25 copy 24  200000000 154.672
bandwidth_200000000_0 25 copy 24  200000000 154.942
bandwidth_200000000_0 25 copy 24  200000000 154.651
bandwidth_200000000_0 25 copy 24  200000000 154.752
bandwidth_200000000_0 25 copy 24  200000000 154.635
bandwidth_200000000_0 25 copy 24  200000000 154.673
bandwidth_200000000_0 25 copy 24  200000000 154.661
bandwidth_200000000_0 25 copy 24  200000000 154.757
bandwidth_200000000_0 25 copy 24  200000000 154.659
bandwidth_200000000_0 25 copy 24  200000000 154.674
bandwidth_200000000_0 25 copy 24  200000000 154.615
bandwidth_200000000_0 25 copy 24  200000000 154.688
bandwidth_200000000_0 25 copy 24  200000000 154.637
