Exp node_source total_cores kernel thread_dest size time-ms
bandwidth_200000000 10 25 copy 0  200000000 185.083
bandwidth_200000000 10 25 copy 0  200000000 183.808
bandwidth_200000000 10 25 copy 0  200000000 184.184
bandwidth_200000000 10 25 copy 0  200000000 183.662
bandwidth_200000000 10 25 copy 0  200000000 183.775
bandwidth_200000000 10 25 copy 0  200000000 183.697
bandwidth_200000000 10 25 copy 0  200000000 183.765
bandwidth_200000000 10 25 copy 0  200000000 183.734
bandwidth_200000000 10 25 copy 0  200000000 183.978
bandwidth_200000000 10 25 copy 0  200000000 183.732
bandwidth_200000000 10 25 copy 0  200000000 183.672
bandwidth_200000000 10 25 copy 0  200000000 183.747
bandwidth_200000000 10 25 copy 0  200000000 183.785
bandwidth_200000000 10 25 copy 0  200000000 184.173
bandwidth_200000000 10 25 copy 0  200000000 183.677
bandwidth_200000000 10 25 copy 0  200000000 183.716
bandwidth_200000000 10 25 copy 0  200000000 183.798
bandwidth_200000000 10 25 copy 0  200000000 183.698
bandwidth_200000000 10 25 copy 0  200000000 183.959
bandwidth_200000000 10 25 copy 0  200000000 183.798
bandwidth_200000000 10 25 copy 0  200000000 183.733
bandwidth_200000000 10 25 copy 0  200000000 183.693
bandwidth_200000000 10 25 copy 0  200000000 183.731
bandwidth_200000000 10 25 copy 0  200000000 183.754
bandwidth_200000000 10 25 copy 0  200000000 184.104
bandwidth_200000000 10 25 copy 0  200000000 183.824
bandwidth_200000000 10 25 copy 0  200000000 183.685
bandwidth_200000000 10 25 copy 0  200000000 183.733
bandwidth_200000000 10 25 copy 0  200000000 183.708
bandwidth_200000000 10 25 copy 0  200000000 183.993
bandwidth_200000000 10 25 copy 0  200000000 183.754
bandwidth_200000000 10 25 copy 0  200000000 183.762
bandwidth_200000000 10 25 copy 0  200000000 183.707
bandwidth_200000000 10 25 copy 0  200000000 183.754
bandwidth_200000000 10 25 copy 0  200000000 183.692
bandwidth_200000000 10 25 copy 0  200000000 184.193
bandwidth_200000000 10 25 copy 0  200000000 183.762
bandwidth_200000000 10 25 copy 0  200000000 183.758
bandwidth_200000000 10 25 copy 0  200000000 183.708
bandwidth_200000000 10 25 copy 0  200000000 183.717
bandwidth_200000000 10 25 copy 0  200000000 183.93
bandwidth_200000000 10 25 copy 0  200000000 183.683
bandwidth_200000000 10 25 copy 0  200000000 183.73
bandwidth_200000000 10 25 copy 0  200000000 183.711
bandwidth_200000000 10 25 copy 0  200000000 183.671
bandwidth_200000000 10 25 copy 0  200000000 183.753
bandwidth_200000000 10 25 copy 0  200000000 184.11
bandwidth_200000000 10 25 copy 0  200000000 183.787
bandwidth_200000000 10 25 copy 0  200000000 183.769
bandwidth_200000000 10 25 copy 0  200000000 183.724
bandwidth_200000000 10 25 copy 8  200000000 259.504
bandwidth_200000000 10 25 copy 8  200000000 183.13
bandwidth_200000000 10 25 copy 8  200000000 183.146
bandwidth_200000000 10 25 copy 8  200000000 183.157
bandwidth_200000000 10 25 copy 8  200000000 183.182
bandwidth_200000000 10 25 copy 8  200000000 183.343
bandwidth_200000000 10 25 copy 8  200000000 183.183
bandwidth_200000000 10 25 copy 8  200000000 183.113
bandwidth_200000000 10 25 copy 8  200000000 183.209
bandwidth_200000000 10 25 copy 8  200000000 183.198
bandwidth_200000000 10 25 copy 8  200000000 183.503
bandwidth_200000000 10 25 copy 8  200000000 183.141
bandwidth_200000000 10 25 copy 8  200000000 183.263
bandwidth_200000000 10 25 copy 8  200000000 183.171
bandwidth_200000000 10 25 copy 8  200000000 183.184
bandwidth_200000000 10 25 copy 8  200000000 183.133
bandwidth_200000000 10 25 copy 8  200000000 183.277
bandwidth_200000000 10 25 copy 8  200000000 183.057
bandwidth_200000000 10 25 copy 8  200000000 183.202
