"Exp" "Blocksize" "Access" "total_cores" "kernel" "thread" "GFlops" "cycles" "cycles_ref" "Std" "Nxp"
"159" "dpotrf" 64 "local" 18 "dpotrf" 20 3.02803786 49142.38 2233.9 0.483413878822236 50
"160" "dpotrf" 64 "local" 18 "dpotrf" 24 3.01215114 49354.48 2242.96 0.488998074142613 50
"161" "dpotrf" 64 "local" 18 "dpotrf" 28 3.07269452 49287.74 2240.14 0.472269810627886 50
"162" "dpotrf" 64 "local" 18 "dpotrf" 32 3.07398362 48343.8 2198.34 0.481053793369536 50
"163" "dpotrf" 64 "local" 18 "dpotrf" 36 3.05591458 48834.86 2219.74 0.476249480178241 50
"164" "dpotrf" 64 "local" 18 "dpotrf" 40 3.06165502 48869.4 2221.26 0.487607255901484 50
"165" "dpotrf" 64 "local" 18 "dpotrf" 44 3.06221602 48703.66 2213.74 0.485417249811406 50
"166" "dpotrf" 64 "local" 18 "dpotrf" 48 3.0354309 48976.04 2226 0.472835679782304 50
"167" "dpotrf" 64 "local" 18 "dpotrf" 52 3.10948954 48679.38 2212.46 0.436696389576735 50
"168" "dpotrf" 64 "local" 18 "dpotrf" 56 3.08031778 48383.66 2198.96 0.481827048869549 50
"169" "dpotrf" 64 "local" 18 "dpotrf" 60 3.0498337 48870.02 2221.34 0.482536783075896 50
"170" "dpotrf" 64 "local" 18 "dpotrf" 64 3.0664612 48382.3 2199.34 0.481356090133629 50
"171" "dpotrf" 64 "local" 18 "dpotrf" 68 3.05486324 48760.12 2216.52 0.478056740558536 50
"172" "dpotrf" 64 "local" 19 "dpotrf" 0 2.94960682 51031.94 2319.28 0.445985693755528 50
"173" "dpotrf" 64 "local" 19 "dpotrf" 4 3.08382163265306 48715.0408163265 2214.51020408163 0.11290885000645 49
"174" "dpotrf" 64 "local" 19 "dpotrf" 8 3.08561183673469 48810.0816326531 2218.63265306122 0.116958913435329 49
"175" "dpotrf" 64 "local" 19 "dpotrf" 12 3.01280366 49931.34 2269.46 0.438601803104496 50
"176" "dpotrf" 64 "local" 19 "dpotrf" 16 2.97365778 50530.8 2297.56 0.438186362521575 50
"177" "dpotrf" 64 "local" 19 "dpotrf" 20 3.0053105 50112.48 2277.3 0.442881655073062 50
"178" "dpotrf" 64 "local" 19 "dpotrf" 24 2.9821109 50581.38 2298.3 0.438826865161465 50
"179" "dpotrf" 64 "local" 19 "dpotrf" 28 3.00651458 50224.72 2282.94 0.438822866032413 50
"180" "dpotrf" 64 "local" 19 "dpotrf" 32 3.00965626 50064.7 2275.68 0.436401663165559 50
"181" "dpotrf" 64 "local" 19 "dpotrf" 36 3.03507474 49483.92 2249.24 0.439408130439155 50
"182" "dpotrf" 64 "local" 19 "dpotrf" 40 2.97648186 49960.68 2271.16 0.569178408931144 50
"183" "dpotrf" 64 "local" 19 "dpotrf" 44 2.990748 50192.28 2281.2 0.438284873392749 50
"184" "dpotrf" 64 "local" 19 "dpotrf" 48 3.03291136 49876.66 2267.02 0.434014903703744 50
"185" "dpotrf" 64 "local" 19 "dpotrf" 52 3.0081296 49800.2 2263.94 0.434532367667654 50
"186" "dpotrf" 64 "local" 19 "dpotrf" 56 3.03501072 49631.3 2255.72 0.439665092342214 50
"187" "dpotrf" 64 "local" 19 "dpotrf" 60 2.9606054 50469.04 2293.68 0.563987707552104 50
"188" "dpotrf" 64 "local" 19 "dpotrf" 64 3.02980466 49725.8 2260.06 0.429245889838124 50
"189" "dpotrf" 64 "local" 19 "dpotrf" 68 2.97907168 50329.62 2288.02 0.438149144667608 50
"190" "dpotrf" 64 "local" 19 "dpotrf" 72 3.02231432 49668.7 2257.68 0.567709049345951 50
"191" "dpotrf" 64 "local" 20 "dpotrf" 0 2.9556084 50946.36 2315.7 0.444943629180605 50
"192" "dpotrf" 64 "local" 20 "dpotrf" 4 3.0303106122449 49813.7959183673 2264.12244897959 0.18544748920301 49
"193" "dpotrf" 64 "local" 20 "dpotrf" 8 3.06907142857143 49154.9795918367 2234.36734693878 0.116082776051546 49
"194" "dpotrf" 64 "local" 20 "dpotrf" 12 2.98322177 50549.32 2297.56 0.44027529155494 50
"195" "dpotrf" 64 "local" 20 "dpotrf" 16 2.962813904 50891.78 2313.3 0.44772417270998 50
"196" "dpotrf" 64 "local" 20 "dpotrf" 20 3.003328932 50690.08 2304.42 0.437601298335726 50
"197" "dpotrf" 64 "local" 20 "dpotrf" 24 2.972739164 50850.28 2311.78 0.447079942174713 50
"198" "dpotrf" 64 "local" 20 "dpotrf" 28 2.980543752 51515.46 2341.62 0.438211087962669 50
"199" "dpotrf" 64 "local" 20 "dpotrf" 32 2.972810784 50548.86 2298.02 0.44097144063371 50
"200" "dpotrf" 64 "local" 20 "dpotrf" 36 2.955729218 50791.9 2308.5 0.441970730641429 50
"201" "dpotrf" 64 "local" 20 "dpotrf" 40 2.976237398 50745.96 2306.76 0.425062823765499 50
"202" "dpotrf" 64 "local" 20 "dpotrf" 44 2.981518436 50594.3 2299.68 0.431226935358534 50
"203" "dpotrf" 64 "local" 20 "dpotrf" 48 2.98046109 50513.06 2296.06 0.450647924814946 50
"204" "dpotrf" 64 "local" 20 "dpotrf" 52 3.002442176 50613 2300.4 0.440500961370877 50
"205" "dpotrf" 64 "local" 20 "dpotrf" 56 2.970392376 50898.14 2313.52 0.435511930314602 50
"206" "dpotrf" 64 "local" 20 "dpotrf" 60 3.005864614 50338.16 2287.62 0.440492881896253 50
"207" "dpotrf" 64 "local" 20 "dpotrf" 64 2.97001528 50789.66 2308.44 0.440144771534346 50
"208" "dpotrf" 64 "local" 20 "dpotrf" 68 2.968153788 51598.06 2345.4 0.433918888503532 50
"209" "dpotrf" 64 "local" 20 "dpotrf" 72 3.001269316 50516.22 2296.26 0.432483367845782 50
"210" "dpotrf" 64 "local" 20 "dpotrf" 76 2.971725548 50828.1 2310.54 0.452238708712054 50
"211" "dpotrf" 64 "local" 21 "dpotrf" 0 3.05144036 49223.14 2237.42 0.43784463118823 50
"212" "dpotrf" 64 "local" 21 "dpotrf" 4 3.07365 48726.2040816327 2214.83673469388 0.15161994050366 49
"213" "dpotrf" 64 "local" 21 "dpotrf" 8 3.06661081632653 48215.6530612245 2191.57142857143 0.424983384821477 49
"214" "dpotrf" 64 "local" 21 "dpotrf" 12 3.06544592 49178.24 2236.28 0.433527318242489 50
"215" "dpotrf" 64 "local" 21 "dpotrf" 16 3.08780634 48647.66 2211 0.440616559127701 50
"216" "dpotrf" 64 "local" 21 "dpotrf" 20 3.06085384 49108.66 2231.62 0.441963871025184 50
"217" "dpotrf" 64 "local" 21 "dpotrf" 24 3.05922206 49117.1 2233.32 0.43678916944123 50
"218" "dpotrf" 64 "local" 21 "dpotrf" 28 3.0284389 49512.56 2250.34 0.44002133311606 50
"219" "dpotrf" 64 "local" 21 "dpotrf" 32 3.0401199 49144.1 2234.26 0.435186632141174 50
"220" "dpotrf" 64 "local" 21 "dpotrf" 36 3.06605958 48849.88 2220.2 0.440304797312234 50
"221" "dpotrf" 64 "local" 21 "dpotrf" 40 3.08526446 48577.5 2208.14 0.438919148410637 50
"222" "dpotrf" 64 "local" 21 "dpotrf" 44 3.007492 49263.7 2239.48 0.57641588020173 50
"223" "dpotrf" 64 "local" 21 "dpotrf" 48 3.0274057 49845.5 2265.9 0.572449014472076 50
"224" "dpotrf" 64 "local" 21 "dpotrf" 52 3.05246838 48880.2 2221.5 0.445270554108531 50
"225" "dpotrf" 64 "local" 21 "dpotrf" 56 3.08996076 48627.54 2210.02 0.437514937316433 50
"226" "dpotrf" 64 "local" 21 "dpotrf" 60 3.04746032 49181.16 2235.28 0.440571547850893 50
"227" "dpotrf" 64 "local" 21 "dpotrf" 64 3.05093796 49267.8 2239.72 0.444573778766188 50
"228" "dpotrf" 64 "local" 21 "dpotrf" 68 3.037826046 49291.64 2240.62 0.443872953842802 50
"229" "dpotrf" 64 "local" 21 "dpotrf" 72 3.029028 49447.52 2248.56 0.44358961681597 50
"230" "dpotrf" 64 "local" 21 "dpotrf" 76 3.06934322 48803.22 2218.14 0.439181334686705 50
"231" "dpotrf" 64 "local" 21 "dpotrf" 80 3.01954944 49010.76 2227.84 0.586721195894441 50
"232" "dpotrf" 64 "local" 22 "dpotrf" 0 2.94384082 51474.18 2339.52 0.57190012529682 50
"233" "dpotrf" 64 "local" 22 "dpotrf" 4 3.00030306122449 49672.1428571429 2257.95918367347 0.235527783138247 49
"234" "dpotrf" 64 "local" 22 "dpotrf" 8 3.02516326530612 49429.5510204082 2246.69387755102 0.237717119443711 49
"235" "dpotrf" 64 "local" 22 "dpotrf" 12 3.001615452 49901.24 2267.92 0.443618120087227 50
"236" "dpotrf" 64 "local" 22 "dpotrf" 16 2.988968176 49993.34 2272.22 0.459603635992596 50
"237" "dpotrf" 64 "local" 22 "dpotrf" 20 2.977614822 50112.86 2277.42 0.472929696814002 50
"238" "dpotrf" 64 "local" 22 "dpotrf" 24 2.94161662 50907.2 2313.44 0.471475713747019 50
"239" "dpotrf" 64 "local" 22 "dpotrf" 28 2.932270836 50949.2 2315.84 0.49241640532371 50
"240" "dpotrf" 64 "local" 22 "dpotrf" 32 2.89936704 50762.78 2308.36 0.603016609072575 50
"241" "dpotrf" 64 "local" 22 "dpotrf" 36 2.99872389 49938.78 2269.56 0.450840074724536 50
"242" "dpotrf" 64 "local" 22 "dpotrf" 40 2.972874122 50270.6 2284.66 0.460738649956821 50
"243" "dpotrf" 64 "local" 22 "dpotrf" 44 2.956706228 50318.18 2287.18 0.470071411381478 50
