Exp Dest total_cores kernel threads_on_node size Time
bandwidth_200000000 0 10 copy 0  200000000 86.4798
bandwidth_200000000 0 10 copy 0  200000000 85.0424
bandwidth_200000000 0 10 copy 0  200000000 84.7901
bandwidth_200000000 0 10 copy 0  200000000 84.7344
bandwidth_200000000 0 10 copy 0  200000000 84.8015
bandwidth_200000000 0 10 copy 0  200000000 85.1408
bandwidth_200000000 0 10 copy 0  200000000 85.344
bandwidth_200000000 0 10 copy 0  200000000 85.0381
bandwidth_200000000 0 10 copy 0  200000000 84.905
bandwidth_200000000 0 10 copy 0  200000000 84.8183
bandwidth_200000000 0 10 copy 4  200000000 88.7764
bandwidth_200000000 0 10 copy 4  200000000 87.5891
bandwidth_200000000 0 10 copy 4  200000000 87.3026
bandwidth_200000000 0 10 copy 4  200000000 87.4391
bandwidth_200000000 0 10 copy 4  200000000 87.5347
bandwidth_200000000 0 10 copy 4  200000000 87.8454
bandwidth_200000000 0 10 copy 4  200000000 87.7552
bandwidth_200000000 0 10 copy 4  200000000 87.4595
bandwidth_200000000 0 10 copy 4  200000000 87.4573
bandwidth_200000000 0 10 copy 4  200000000 83.1808
bandwidth_200000000 0 10 copy 8  200000000 88.7914
bandwidth_200000000 0 10 copy 8  200000000 87.5525
bandwidth_200000000 0 10 copy 8  200000000 87.3937
bandwidth_200000000 0 10 copy 8  200000000 87.4497
bandwidth_200000000 0 10 copy 8  200000000 87.5118
bandwidth_200000000 0 10 copy 8  200000000 87.481
bandwidth_200000000 0 10 copy 8  200000000 87.9055
bandwidth_200000000 0 10 copy 8  200000000 87.7553
bandwidth_200000000 0 10 copy 8  200000000 87.3363
bandwidth_200000000 0 10 copy 8  200000000 83.1111
bandwidth_200000000 0 10 copy 12  200000000 88.4741
bandwidth_200000000 0 10 copy 12  200000000 87.0473
bandwidth_200000000 0 10 copy 12  200000000 87.0605
bandwidth_200000000 0 10 copy 12  200000000 86.9294
bandwidth_200000000 0 10 copy 12  200000000 87.1872
bandwidth_200000000 0 10 copy 12  200000000 87.5632
bandwidth_200000000 0 10 copy 12  200000000 87.2921
bandwidth_200000000 0 10 copy 12  200000000 86.9445
bandwidth_200000000 0 10 copy 12  200000000 86.852
bandwidth_200000000 0 10 copy 12  200000000 84.7386
bandwidth_200000000 0 10 copy 16  200000000 88.2527
bandwidth_200000000 0 10 copy 16  200000000 87.0471
bandwidth_200000000 0 10 copy 16  200000000 87.037
bandwidth_200000000 0 10 copy 16  200000000 87.0178
bandwidth_200000000 0 10 copy 16  200000000 87.0371
bandwidth_200000000 0 10 copy 16  200000000 87.2474
bandwidth_200000000 0 10 copy 16  200000000 87.3665
bandwidth_200000000 0 10 copy 16  200000000 86.9974
bandwidth_200000000 0 10 copy 16  200000000 86.9745
bandwidth_200000000 0 10 copy 16  200000000 85.0049
bandwidth_200000000 0 10 copy 20  200000000 88.1882
bandwidth_200000000 0 10 copy 20  200000000 86.9288
bandwidth_200000000 0 10 copy 20  200000000 86.7143
bandwidth_200000000 0 10 copy 20  200000000 87.1914
bandwidth_200000000 0 10 copy 20  200000000 86.939
bandwidth_200000000 0 10 copy 20  200000000 87.0572
bandwidth_200000000 0 10 copy 20  200000000 87.1873
bandwidth_200000000 0 10 copy 20  200000000 86.9251
bandwidth_200000000 0 10 copy 20  200000000 86.6079
bandwidth_200000000 0 10 copy 20  200000000 85.1714
bandwidth_200000000 0 10 copy 24  200000000 88.6445
bandwidth_200000000 0 10 copy 24  200000000 87.3983
bandwidth_200000000 0 10 copy 24  200000000 87.1973
bandwidth_200000000 0 10 copy 24  200000000 87.4405
bandwidth_200000000 0 10 copy 24  200000000 87.3431
bandwidth_200000000 0 10 copy 24  200000000 87.4699
bandwidth_200000000 0 10 copy 24  200000000 87.6375
bandwidth_200000000 0 10 copy 24  200000000 87.4784
bandwidth_200000000 0 10 copy 24  200000000 87.3519
bandwidth_200000000 0 10 copy 24  200000000 83.879
bandwidth_200000000 0 10 copy 28  200000000 88.6536
bandwidth_200000000 0 10 copy 28  200000000 87.3177
bandwidth_200000000 0 10 copy 28  200000000 87.3585
