Exp total_cores kernel thread size time-ms
bandwidth_200000000_10_5 6 copy 0  200000000 264.525
bandwidth_200000000_10_5 6 copy 0  200000000 264.913
bandwidth_200000000_10_5 6 copy 0  200000000 264.638
bandwidth_200000000_10_5 6 copy 0  200000000 264.78
bandwidth_200000000_10_5 6 copy 0  200000000 264.806
bandwidth_200000000_10_5 6 copy 1  200000000 264.809
bandwidth_200000000_10_5 6 copy 1  200000000 265.005
bandwidth_200000000_10_5 6 copy 1  200000000 264.796
bandwidth_200000000_10_5 6 copy 1  200000000 264.587
bandwidth_200000000_10_5 6 copy 1  200000000 264.9
bandwidth_200000000_10_5 6 copy 1  200000000 264.491
bandwidth_200000000_10_5 6 copy 1  200000000 264.58
bandwidth_200000000_10_5 6 copy 1  200000000 263.832
bandwidth_200000000_10_5 6 copy 1  200000000 264.231
bandwidth_200000000_10_5 6 copy 1  200000000 264.525
bandwidth_200000000_10_5 6 copy 2  200000000 264.309
bandwidth_200000000_10_5 6 copy 2  200000000 264.483
bandwidth_200000000_10_5 6 copy 2  200000000 265.149
bandwidth_200000000_10_5 6 copy 2  200000000 264.976
bandwidth_200000000_10_5 6 copy 2  200000000 264.267
bandwidth_200000000_10_5 6 copy 2  200000000 264.163
bandwidth_200000000_10_5 6 copy 2  200000000 265.213
bandwidth_200000000_10_5 6 copy 2  200000000 264.605
bandwidth_200000000_10_5 6 copy 2  200000000 264.899
bandwidth_200000000_10_5 6 copy 2  200000000 263.829
bandwidth_200000000_10_5 6 copy 3  200000000 265.616
bandwidth_200000000_10_5 6 copy 3  200000000 265.535
bandwidth_200000000_10_5 6 copy 3  200000000 265.532
bandwidth_200000000_10_5 6 copy 3  200000000 265.47
bandwidth_200000000_10_5 6 copy 3  200000000 265.42
bandwidth_200000000_10_5 6 copy 3  200000000 265.73
bandwidth_200000000_10_5 6 copy 3  200000000 266.192
bandwidth_200000000_10_5 6 copy 3  200000000 265.468
bandwidth_200000000_10_5 6 copy 3  200000000 265.722
bandwidth_200000000_10_5 6 copy 3  200000000 263.34
bandwidth_200000000_10_5 6 copy 4  200000000 266.801
bandwidth_200000000_10_5 6 copy 4  200000000 264.95
bandwidth_200000000_10_5 6 copy 4  200000000 265.328
bandwidth_200000000_10_5 6 copy 4  200000000 264.902
bandwidth_200000000_10_5 6 copy 4  200000000 265.316
bandwidth_200000000_10_5 6 copy 4  200000000 265.609
bandwidth_200000000_10_5 6 copy 4  200000000 265.545
bandwidth_200000000_10_5 6 copy 4  200000000 265.122
bandwidth_200000000_10_5 6 copy 4  200000000 265.177
bandwidth_200000000_10_5 6 copy 4  200000000 263.487
Exp total_cores kernel thread size time-ms
bandwidth_200000000_10_6 7 copy 0  200000000 287.758
bandwidth_200000000_10_6 7 copy 0  200000000 287.075
bandwidth_200000000_10_6 7 copy 0  200000000 287.93
bandwidth_200000000_10_6 7 copy 0  200000000 287.005
bandwidth_200000000_10_6 7 copy 0  200000000 287.717
bandwidth_200000000_10_6 7 copy 0  200000000 287.267
bandwidth_200000000_10_6 7 copy 0  200000000 287.008
bandwidth_200000000_10_6 7 copy 0  200000000 287.022
bandwidth_200000000_10_6 7 copy 0  200000000 286.913
bandwidth_200000000_10_6 7 copy 0  200000000 287.806
bandwidth_200000000_10_6 7 copy 1  200000000 287.207
bandwidth_200000000_10_6 7 copy 1  200000000 286.842
bandwidth_200000000_10_6 7 copy 1  200000000 288.709
bandwidth_200000000_10_6 7 copy 1  200000000 287.048
bandwidth_200000000_10_6 7 copy 1  200000000 287.009
bandwidth_200000000_10_6 7 copy 1  200000000 287.772
bandwidth_200000000_10_6 7 copy 1  200000000 287.126
bandwidth_200000000_10_6 7 copy 1  200000000 287.079
bandwidth_200000000_10_6 7 copy 1  200000000 287.073
bandwidth_200000000_10_6 7 copy 1  200000000 287.588
bandwidth_200000000_10_6 7 copy 2  200000000 287.207
bandwidth_200000000_10_6 7 copy 2  200000000 286.907
bandwidth_200000000_10_6 7 copy 2  200000000 287.047
bandwidth_200000000_10_6 7 copy 2  200000000 287.337
bandwidth_200000000_10_6 7 copy 2  200000000 287.143
bandwidth_200000000_10_6 7 copy 2  200000000 287.599
bandwidth_200000000_10_6 7 copy 2  200000000 287.184
bandwidth_200000000_10_6 7 copy 2  200000000 287.224
bandwidth_200000000_10_6 7 copy 2  200000000 287.648
bandwidth_200000000_10_6 7 copy 2  200000000 287.619
bandwidth_200000000_10_6 7 copy 3  200000000 287.749
bandwidth_200000000_10_6 7 copy 3  200000000 287.777
bandwidth_200000000_10_6 7 copy 3  200000000 286.934
bandwidth_200000000_10_6 7 copy 3  200000000 287.578
bandwidth_200000000_10_6 7 copy 3  200000000 287.284
bandwidth_200000000_10_6 7 copy 3  200000000 288.302
bandwidth_200000000_10_6 7 copy 3  200000000 288.447
bandwidth_200000000_10_6 7 copy 3  200000000 287.701
bandwidth_200000000_10_6 7 copy 3  200000000 288.194
bandwidth_200000000_10_6 7 copy 3  200000000 286.706
bandwidth_200000000_10_6 7 copy 4  200000000 287.935
bandwidth_200000000_10_6 7 copy 4  200000000 287.425
bandwidth_200000000_10_6 7 copy 4  200000000 286.985
bandwidth_200000000_10_6 7 copy 4  200000000 288.15
bandwidth_200000000_10_6 7 copy 4  200000000 287.807
bandwidth_200000000_10_6 7 copy 4  200000000 288.29
bandwidth_200000000_10_6 7 copy 4  200000000 288.137
bandwidth_200000000_10_6 7 copy 4  200000000 287.763
bandwidth_200000000_10_6 7 copy 4  200000000 287.536
bandwidth_200000000_10_6 7 copy 4  200000000 286.606
bandwidth_200000000_10_6 7 copy 5  200000000 287.604
bandwidth_200000000_10_6 7 copy 5  200000000 287.975
bandwidth_200000000_10_6 7 copy 5  200000000 294.015
bandwidth_200000000_10_6 7 copy 5  200000000 287.297
bandwidth_200000000_10_6 7 copy 5  200000000 287.547
bandwidth_200000000_10_6 7 copy 5  200000000 287.38
bandwidth_200000000_10_6 7 copy 5  200000000 287.284
bandwidth_200000000_10_6 7 copy 5  200000000 287.091
bandwidth_200000000_10_6 7 copy 5  200000000 287.443
bandwidth_200000000_10_6 7 copy 5  200000000 285.243
Exp total_cores kernel thread size time-ms
bandwidth_200000000_10_7 8 copy 0  200000000 310.257
bandwidth_200000000_10_7 8 copy 0  200000000 308.871
bandwidth_200000000_10_7 8 copy 0  200000000 309.61
bandwidth_200000000_10_7 8 copy 0  200000000 309.803
bandwidth_200000000_10_7 8 copy 0  200000000 308.994
bandwidth_200000000_10_7 8 copy 0  200000000 309.154
bandwidth_200000000_10_7 8 copy 0  200000000 309.148
bandwidth_200000000_10_7 8 copy 0  200000000 309.702
bandwidth_200000000_10_7 8 copy 0  200000000 309.541
bandwidth_200000000_10_7 8 copy 0  200000000 308.979
bandwidth_200000000_10_7 8 copy 1  200000000 309.676
bandwidth_200000000_10_7 8 copy 1  200000000 309.687
bandwidth_200000000_10_7 8 copy 1  200000000 309.271
bandwidth_200000000_10_7 8 copy 1  200000000 309.201
bandwidth_200000000_10_7 8 copy 1  200000000 309.434
bandwidth_200000000_10_7 8 copy 1  200000000 309.009
bandwidth_200000000_10_7 8 copy 1  200000000 309.665
bandwidth_200000000_10_7 8 copy 1  200000000 309.073
bandwidth_200000000_10_7 8 copy 1  200000000 308.935
bandwidth_200000000_10_7 8 copy 1  200000000 308.664
bandwidth_200000000_10_7 8 copy 2  200000000 309.466
bandwidth_200000000_10_7 8 copy 2  200000000 308.866
bandwidth_200000000_10_7 8 copy 2  200000000 309.114
bandwidth_200000000_10_7 8 copy 2  200000000 309.59
bandwidth_200000000_10_7 8 copy 2  200000000 308.747
bandwidth_200000000_10_7 8 copy 2  200000000 309.032
bandwidth_200000000_10_7 8 copy 2  200000000 309.425
bandwidth_200000000_10_7 8 copy 2  200000000 309.396
bandwidth_200000000_10_7 8 copy 2  200000000 308.898
bandwidth_200000000_10_7 8 copy 2  200000000 308.528
bandwidth_200000000_10_7 8 copy 3  200000000 309.893
bandwidth_200000000_10_7 8 copy 3  200000000 309.165
bandwidth_200000000_10_7 8 copy 3  200000000 309.188
bandwidth_200000000_10_7 8 copy 3  200000000 310.099
bandwidth_200000000_10_7 8 copy 3  200000000 309.6
bandwidth_200000000_10_7 8 copy 3  200000000 309.593
bandwidth_200000000_10_7 8 copy 3  200000000 309.522
bandwidth_200000000_10_7 8 copy 3  200000000 309.381
bandwidth_200000000_10_7 8 copy 3  200000000 309.623
bandwidth_200000000_10_7 8 copy 3  200000000 308.498
bandwidth_200000000_10_7 8 copy 4  200000000 310.068
bandwidth_200000000_10_7 8 copy 4  200000000 309.508
bandwidth_200000000_10_7 8 copy 4  200000000 309.363
bandwidth_200000000_10_7 8 copy 4  200000000 309.143
bandwidth_200000000_10_7 8 copy 4  200000000 309.733
bandwidth_200000000_10_7 8 copy 4  200000000 309.137
bandwidth_200000000_10_7 8 copy 4  200000000 309.748
bandwidth_200000000_10_7 8 copy 4  200000000 309.247
bandwidth_200000000_10_7 8 copy 4  200000000 309.812
bandwidth_200000000_10_7 8 copy 4  200000000 308.582
bandwidth_200000000_10_7 8 copy 5  200000000 309.466
bandwidth_200000000_10_7 8 copy 5  200000000 309.15
bandwidth_200000000_10_7 8 copy 5  200000000 309.355
bandwidth_200000000_10_7 8 copy 5  200000000 309.302
bandwidth_200000000_10_7 8 copy 5  200000000 310.763
bandwidth_200000000_10_7 8 copy 5  200000000 309.051
bandwidth_200000000_10_7 8 copy 5  200000000 309.44
bandwidth_200000000_10_7 8 copy 5  200000000 309.299
bandwidth_200000000_10_7 8 copy 5  200000000 309.299
bandwidth_200000000_10_7 8 copy 5  200000000 308.939
bandwidth_200000000_10_7 8 copy 6  200000000 309.666
bandwidth_200000000_10_7 8 copy 6  200000000 309.194
bandwidth_200000000_10_7 8 copy 6  200000000 308.47
bandwidth_200000000_10_7 8 copy 6  200000000 309.555
bandwidth_200000000_10_7 8 copy 6  200000000 308.538
bandwidth_200000000_10_7 8 copy 6  200000000 308.628
bandwidth_200000000_10_7 8 copy 6  200000000 309.021
bandwidth_200000000_10_7 8 copy 6  200000000 309.459
bandwidth_200000000_10_7 8 copy 6  200000000 308.9
bandwidth_200000000_10_7 8 copy 6  200000000 309.009
Exp total_cores kernel thread size time-ms
bandwidth_200000000_10_8 9 copy 0  200000000 331.398
bandwidth_200000000_10_8 9 copy 0  200000000 331.312
bandwidth_200000000_10_8 9 copy 0  200000000 331.06
bandwidth_200000000_10_8 9 copy 0  200000000 331.983
bandwidth_200000000_10_8 9 copy 0  200000000 331.541
bandwidth_200000000_10_8 9 copy 0  200000000 331.224
bandwidth_200000000_10_8 9 copy 0  200000000 331.286
bandwidth_200000000_10_8 9 copy 0  200000000 331.187
bandwidth_200000000_10_8 9 copy 0  200000000 331.023
bandwidth_200000000_10_8 9 copy 0  200000000 328.357
bandwidth_200000000_10_8 9 copy 1  200000000 330.659
bandwidth_200000000_10_8 9 copy 1  200000000 331.045
bandwidth_200000000_10_8 9 copy 1  200000000 330.409
bandwidth_200000000_10_8 9 copy 1  200000000 330.032
bandwidth_200000000_10_8 9 copy 1  200000000 331.218
bandwidth_200000000_10_8 9 copy 1  200000000 330.593
bandwidth_200000000_10_8 9 copy 1  200000000 330.533
bandwidth_200000000_10_8 9 copy 1  200000000 330.763
bandwidth_200000000_10_8 9 copy 1  200000000 330.425
bandwidth_200000000_10_8 9 copy 1  200000000 330.117
bandwidth_200000000_10_8 9 copy 2  200000000 330.651
bandwidth_200000000_10_8 9 copy 2  200000000 331.011
bandwidth_200000000_10_8 9 copy 2  200000000 330.195
bandwidth_200000000_10_8 9 copy 2  200000000 330.425
bandwidth_200000000_10_8 9 copy 2  200000000 331.158
bandwidth_200000000_10_8 9 copy 2  200000000 330.421
bandwidth_200000000_10_8 9 copy 2  200000000 330.452
bandwidth_200000000_10_8 9 copy 2  200000000 330.546
bandwidth_200000000_10_8 9 copy 2  200000000 329.857
bandwidth_200000000_10_8 9 copy 2  200000000 330.112
bandwidth_200000000_10_8 9 copy 3  200000000 331.004
bandwidth_200000000_10_8 9 copy 3  200000000 331.892
bandwidth_200000000_10_8 9 copy 3  200000000 330.758
bandwidth_200000000_10_8 9 copy 3  200000000 330.383
bandwidth_200000000_10_8 9 copy 3  200000000 330.832
bandwidth_200000000_10_8 9 copy 3  200000000 330.755
bandwidth_200000000_10_8 9 copy 3  200000000 330.958
bandwidth_200000000_10_8 9 copy 3  200000000 331.017
bandwidth_200000000_10_8 9 copy 3  200000000 330.561
bandwidth_200000000_10_8 9 copy 3  200000000 329.642
bandwidth_200000000_10_8 9 copy 4  200000000 331.302
bandwidth_200000000_10_8 9 copy 4  200000000 330.604
bandwidth_200000000_10_8 9 copy 4  200000000 330.877
bandwidth_200000000_10_8 9 copy 4  200000000 330.427
bandwidth_200000000_10_8 9 copy 4  200000000 330.809
bandwidth_200000000_10_8 9 copy 4  200000000 330.39
bandwidth_200000000_10_8 9 copy 4  200000000 330.092
bandwidth_200000000_10_8 9 copy 4  200000000 331.938
bandwidth_200000000_10_8 9 copy 4  200000000 330.536
bandwidth_200000000_10_8 9 copy 4  200000000 329.938
bandwidth_200000000_10_8 9 copy 5  200000000 330.812
bandwidth_200000000_10_8 9 copy 5  200000000 331.182
bandwidth_200000000_10_8 9 copy 5  200000000 330.325
bandwidth_200000000_10_8 9 copy 5  200000000 330.171
bandwidth_200000000_10_8 9 copy 5  200000000 330.233
bandwidth_200000000_10_8 9 copy 5  200000000 330.491
bandwidth_200000000_10_8 9 copy 5  200000000 330.008
bandwidth_200000000_10_8 9 copy 5  200000000 330.943
bandwidth_200000000_10_8 9 copy 5  200000000 330.876
bandwidth_200000000_10_8 9 copy 5  200000000 330.391
bandwidth_200000000_10_8 9 copy 6  200000000 330.651
bandwidth_200000000_10_8 9 copy 6  200000000 330.849
bandwidth_200000000_10_8 9 copy 6  200000000 330.56
bandwidth_200000000_10_8 9 copy 6  200000000 330.458
bandwidth_200000000_10_8 9 copy 6  200000000 330.575
bandwidth_200000000_10_8 9 copy 6  200000000 330.629
bandwidth_200000000_10_8 9 copy 6  200000000 330.346
bandwidth_200000000_10_8 9 copy 6  200000000 330.311
bandwidth_200000000_10_8 9 copy 6  200000000 330.445
bandwidth_200000000_10_8 9 copy 6  200000000 330.235
bandwidth_200000000_10_8 9 copy 7  200000000 330.8
bandwidth_200000000_10_8 9 copy 7  200000000 330.056
bandwidth_200000000_10_8 9 copy 7  200000000 330.513
bandwidth_200000000_10_8 9 copy 7  200000000 330.598
bandwidth_200000000_10_8 9 copy 7  200000000 330.264
bandwidth_200000000_10_8 9 copy 7  200000000 330.245
bandwidth_200000000_10_8 9 copy 7  200000000 330.314
bandwidth_200000000_10_8 9 copy 7  200000000 330.045
bandwidth_200000000_10_8 9 copy 7  200000000 330.468
bandwidth_200000000_10_8 9 copy 7  200000000 330.634
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_1 2 copy 0  200000000 163.404
bandwidth_200000000_1_1 2 copy 0  200000000 162.788
bandwidth_200000000_1_1 2 copy 0  200000000 162.653
bandwidth_200000000_1_1 2 copy 0  200000000 162.827
bandwidth_200000000_1_1 2 copy 0  200000000 162.938
bandwidth_200000000_1_1 2 copy 0  200000000 162.59
bandwidth_200000000_1_1 2 copy 0  200000000 162.928
bandwidth_200000000_1_1 2 copy 0  200000000 162.643
bandwidth_200000000_1_1 2 copy 0  200000000 162.795
bandwidth_200000000_1_1 2 copy 0  200000000 162.928
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_2 3 copy 0  200000000 167.611
bandwidth_200000000_1_2 3 copy 0  200000000 167.48
bandwidth_200000000_1_2 3 copy 0  200000000 167.68
bandwidth_200000000_1_2 3 copy 0  200000000 167.859
bandwidth_200000000_1_2 3 copy 0  200000000 167.494
bandwidth_200000000_1_2 3 copy 0  200000000 167.206
bandwidth_200000000_1_2 3 copy 0  200000000 167.216
bandwidth_200000000_1_2 3 copy 0  200000000 167.488
bandwidth_200000000_1_2 3 copy 0  200000000 167.72
bandwidth_200000000_1_2 3 copy 0  200000000 167.765
bandwidth_200000000_1_2 3 copy 1  200000000 167.753
bandwidth_200000000_1_2 3 copy 1  200000000 167.71
bandwidth_200000000_1_2 3 copy 1  200000000 167.553
bandwidth_200000000_1_2 3 copy 1  200000000 167.736
bandwidth_200000000_1_2 3 copy 1  200000000 167.409
bandwidth_200000000_1_2 3 copy 1  200000000 167.543
bandwidth_200000000_1_2 3 copy 1  200000000 167.513
bandwidth_200000000_1_2 3 copy 1  200000000 167.557
bandwidth_200000000_1_2 3 copy 1  200000000 167.79
bandwidth_200000000_1_2 3 copy 1  200000000 167.598
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_3 4 copy 0  200000000 177.391
bandwidth_200000000_1_3 4 copy 0  200000000 177.191
bandwidth_200000000_1_3 4 copy 0  200000000 177.089
bandwidth_200000000_1_3 4 copy 0  200000000 177.417
bandwidth_200000000_1_3 4 copy 0  200000000 177.419
bandwidth_200000000_1_3 4 copy 0  200000000 176.676
bandwidth_200000000_1_3 4 copy 0  200000000 176.978
bandwidth_200000000_1_3 4 copy 0  200000000 176.555
bandwidth_200000000_1_3 4 copy 0  200000000 176.806
bandwidth_200000000_1_3 4 copy 0  200000000 177.191
bandwidth_200000000_1_3 4 copy 1  200000000 177.481
bandwidth_200000000_1_3 4 copy 1  200000000 177.006
bandwidth_200000000_1_3 4 copy 1  200000000 177.184
bandwidth_200000000_1_3 4 copy 1  200000000 177.177
bandwidth_200000000_1_3 4 copy 1  200000000 177.21
bandwidth_200000000_1_3 4 copy 1  200000000 176.859
bandwidth_200000000_1_3 4 copy 1  200000000 177.019
bandwidth_200000000_1_3 4 copy 1  200000000 176.667
bandwidth_200000000_1_3 4 copy 1  200000000 176.688
bandwidth_200000000_1_3 4 copy 1  200000000 177.079
bandwidth_200000000_1_3 4 copy 2  200000000 177.391
bandwidth_200000000_1_3 4 copy 2  200000000 177.075
bandwidth_200000000_1_3 4 copy 2  200000000 177.35
bandwidth_200000000_1_3 4 copy 2  200000000 177.3
bandwidth_200000000_1_3 4 copy 2  200000000 176.735
bandwidth_200000000_1_3 4 copy 2  200000000 176.932
bandwidth_200000000_1_3 4 copy 2  200000000 177.017
bandwidth_200000000_1_3 4 copy 2  200000000 176.929
bandwidth_200000000_1_3 4 copy 2  200000000 177.366
bandwidth_200000000_1_3 4 copy 2  200000000 177.118
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_4 5 copy 0  200000000 199.273
bandwidth_200000000_1_4 5 copy 0  200000000 199.206
bandwidth_200000000_1_4 5 copy 0  200000000 198.967
bandwidth_200000000_1_4 5 copy 0  200000000 199.005
bandwidth_200000000_1_4 5 copy 0  200000000 199.376
bandwidth_200000000_1_4 5 copy 0  200000000 198.808
bandwidth_200000000_1_4 5 copy 0  200000000 198.669
bandwidth_200000000_1_4 5 copy 0  200000000 198.964
bandwidth_200000000_1_4 5 copy 0  200000000 199.12
bandwidth_200000000_1_4 5 copy 0  200000000 198.592
bandwidth_200000000_1_4 5 copy 1  200000000 198.766
bandwidth_200000000_1_4 5 copy 1  200000000 198.647
bandwidth_200000000_1_4 5 copy 1  200000000 198.749
bandwidth_200000000_1_4 5 copy 1  200000000 198.912
bandwidth_200000000_1_4 5 copy 1  200000000 198.735
bandwidth_200000000_1_4 5 copy 1  200000000 198.809
bandwidth_200000000_1_4 5 copy 1  200000000 198.687
bandwidth_200000000_1_4 5 copy 1  200000000 198.546
bandwidth_200000000_1_4 5 copy 1  200000000 199.456
bandwidth_200000000_1_4 5 copy 1  200000000 198.676
bandwidth_200000000_1_4 5 copy 2  200000000 199.146
bandwidth_200000000_1_4 5 copy 2  200000000 198.673
bandwidth_200000000_1_4 5 copy 2  200000000 198.69
bandwidth_200000000_1_4 5 copy 2  200000000 198.99
bandwidth_200000000_1_4 5 copy 2  200000000 198.991
bandwidth_200000000_1_4 5 copy 2  200000000 198.538
bandwidth_200000000_1_4 5 copy 2  200000000 198.745
bandwidth_200000000_1_4 5 copy 2  200000000 198.91
bandwidth_200000000_1_4 5 copy 2  200000000 199.132
bandwidth_200000000_1_4 5 copy 2  200000000 198.667
bandwidth_200000000_1_4 5 copy 3  200000000 199.704
bandwidth_200000000_1_4 5 copy 3  200000000 199.237
bandwidth_200000000_1_4 5 copy 3  200000000 199.107
bandwidth_200000000_1_4 5 copy 3  200000000 199.082
bandwidth_200000000_1_4 5 copy 3  200000000 198.86
bandwidth_200000000_1_4 5 copy 3  200000000 198.958
bandwidth_200000000_1_4 5 copy 3  200000000 199.28
bandwidth_200000000_1_4 5 copy 3  200000000 198.914
bandwidth_200000000_1_4 5 copy 3  200000000 199.351
bandwidth_200000000_1_4 5 copy 3  200000000 198.913
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_5 6 copy 0  200000000 221.296
bandwidth_200000000_1_5 6 copy 0  200000000 221.802
bandwidth_200000000_1_5 6 copy 0  200000000 221.198
bandwidth_200000000_1_5 6 copy 0  200000000 221.152
bandwidth_200000000_1_5 6 copy 0  200000000 221.097
bandwidth_200000000_1_5 6 copy 0  200000000 221.076
bandwidth_200000000_1_5 6 copy 0  200000000 221.863
bandwidth_200000000_1_5 6 copy 0  200000000 221.158
bandwidth_200000000_1_5 6 copy 0  200000000 221.129
bandwidth_200000000_1_5 6 copy 0  200000000 220.714
bandwidth_200000000_1_5 6 copy 1  200000000 221.296
bandwidth_200000000_1_5 6 copy 1  200000000 221.657
bandwidth_200000000_1_5 6 copy 1  200000000 221.207
bandwidth_200000000_1_5 6 copy 1  200000000 220.806
bandwidth_200000000_1_5 6 copy 1  200000000 220.97
bandwidth_200000000_1_5 6 copy 1  200000000 220.789
bandwidth_200000000_1_5 6 copy 1  200000000 221.354
bandwidth_200000000_1_5 6 copy 1  200000000 221.215
bandwidth_200000000_1_5 6 copy 1  200000000 220.983
bandwidth_200000000_1_5 6 copy 1  200000000 220.828
bandwidth_200000000_1_5 6 copy 2  200000000 221.38
bandwidth_200000000_1_5 6 copy 2  200000000 221.364
bandwidth_200000000_1_5 6 copy 2  200000000 220.999
bandwidth_200000000_1_5 6 copy 2  200000000 220.839
bandwidth_200000000_1_5 6 copy 2  200000000 220.898
bandwidth_200000000_1_5 6 copy 2  200000000 221.222
bandwidth_200000000_1_5 6 copy 2  200000000 221.317
bandwidth_200000000_1_5 6 copy 2  200000000 221.035
bandwidth_200000000_1_5 6 copy 2  200000000 220.912
bandwidth_200000000_1_5 6 copy 2  200000000 220.95
bandwidth_200000000_1_5 6 copy 3  200000000 221.337
bandwidth_200000000_1_5 6 copy 3  200000000 221.612
bandwidth_200000000_1_5 6 copy 3  200000000 221.319
bandwidth_200000000_1_5 6 copy 3  200000000 221.586
bandwidth_200000000_1_5 6 copy 3  200000000 221.496
bandwidth_200000000_1_5 6 copy 3  200000000 221.124
bandwidth_200000000_1_5 6 copy 3  200000000 221.543
bandwidth_200000000_1_5 6 copy 3  200000000 221.145
bandwidth_200000000_1_5 6 copy 3  200000000 221.255
bandwidth_200000000_1_5 6 copy 3  200000000 220.794
bandwidth_200000000_1_5 6 copy 4  200000000 221.578
bandwidth_200000000_1_5 6 copy 4  200000000 221.481
bandwidth_200000000_1_5 6 copy 4  200000000 221.319
bandwidth_200000000_1_5 6 copy 4  200000000 221.06
bandwidth_200000000_1_5 6 copy 4  200000000 221.161
bandwidth_200000000_1_5 6 copy 4  200000000 221.192
bandwidth_200000000_1_5 6 copy 4  200000000 221.144
bandwidth_200000000_1_5 6 copy 4  200000000 221.165
bandwidth_200000000_1_5 6 copy 4  200000000 221.158
bandwidth_200000000_1_5 6 copy 4  200000000 220.866
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_6 7 copy 0  200000000 242.555
bandwidth_200000000_1_6 7 copy 0  200000000 241.996
bandwidth_200000000_1_6 7 copy 0  200000000 241.351
bandwidth_200000000_1_6 7 copy 0  200000000 241.723
bandwidth_200000000_1_6 7 copy 0  200000000 241.587
bandwidth_200000000_1_6 7 copy 0  200000000 241.539
bandwidth_200000000_1_6 7 copy 0  200000000 241.866
bandwidth_200000000_1_6 7 copy 0  200000000 241.769
bandwidth_200000000_1_6 7 copy 0  200000000 241.577
bandwidth_200000000_1_6 7 copy 0  200000000 239.993
bandwidth_200000000_1_6 7 copy 1  200000000 251.555
bandwidth_200000000_1_6 7 copy 1  200000000 241.259
bandwidth_200000000_1_6 7 copy 1  200000000 241.116
bandwidth_200000000_1_6 7 copy 1  200000000 241.078
bandwidth_200000000_1_6 7 copy 1  200000000 241.446
bandwidth_200000000_1_6 7 copy 1  200000000 241.24
bandwidth_200000000_1_6 7 copy 1  200000000 241.201
bandwidth_200000000_1_6 7 copy 1  200000000 241.53
bandwidth_200000000_1_6 7 copy 1  200000000 241.163
bandwidth_200000000_1_6 7 copy 1  200000000 237.852
bandwidth_200000000_1_6 7 copy 2  200000000 241.5
bandwidth_200000000_1_6 7 copy 2  200000000 241.386
bandwidth_200000000_1_6 7 copy 2  200000000 242.329
bandwidth_200000000_1_6 7 copy 2  200000000 240.726
bandwidth_200000000_1_6 7 copy 2  200000000 241.125
bandwidth_200000000_1_6 7 copy 2  200000000 241.459
bandwidth_200000000_1_6 7 copy 2  200000000 241.484
bandwidth_200000000_1_6 7 copy 2  200000000 241.596
bandwidth_200000000_1_6 7 copy 2  200000000 240.981
bandwidth_200000000_1_6 7 copy 2  200000000 240.938
bandwidth_200000000_1_6 7 copy 3  200000000 241.532
bandwidth_200000000_1_6 7 copy 3  200000000 241.436
bandwidth_200000000_1_6 7 copy 3  200000000 241.634
bandwidth_200000000_1_6 7 copy 3  200000000 240.93
bandwidth_200000000_1_6 7 copy 3  200000000 241.385
bandwidth_200000000_1_6 7 copy 3  200000000 241.28
bandwidth_200000000_1_6 7 copy 3  200000000 241.408
bandwidth_200000000_1_6 7 copy 3  200000000 241.265
bandwidth_200000000_1_6 7 copy 3  200000000 241.3
bandwidth_200000000_1_6 7 copy 3  200000000 240.747
bandwidth_200000000_1_6 7 copy 4  200000000 241.741
bandwidth_200000000_1_6 7 copy 4  200000000 241.381
bandwidth_200000000_1_6 7 copy 4  200000000 241.488
bandwidth_200000000_1_6 7 copy 4  200000000 241.171
bandwidth_200000000_1_6 7 copy 4  200000000 241.234
bandwidth_200000000_1_6 7 copy 4  200000000 241.56
bandwidth_200000000_1_6 7 copy 4  200000000 241.583
bandwidth_200000000_1_6 7 copy 4  200000000 241.217
bandwidth_200000000_1_6 7 copy 4  200000000 240.852
bandwidth_200000000_1_6 7 copy 4  200000000 240.879
bandwidth_200000000_1_6 7 copy 5  200000000 241.488
bandwidth_200000000_1_6 7 copy 5  200000000 240.923
bandwidth_200000000_1_6 7 copy 5  200000000 241.458
bandwidth_200000000_1_6 7 copy 5  200000000 241.191
bandwidth_200000000_1_6 7 copy 5  200000000 241.096
bandwidth_200000000_1_6 7 copy 5  200000000 241.152
bandwidth_200000000_1_6 7 copy 5  200000000 241.176
bandwidth_200000000_1_6 7 copy 5  200000000 240.888
bandwidth_200000000_1_6 7 copy 5  200000000 240.999
bandwidth_200000000_1_6 7 copy 5  200000000 240.978
Exp total_cores kernel thread size time-ms
bandwidth_200000000_1_7 8 copy 0  200000000 261.337
bandwidth_200000000_1_7 8 copy 0  200000000 261.034
bandwidth_200000000_1_7 8 copy 0  200000000 261.694
bandwidth_200000000_1_7 8 copy 0  200000000 261.599
bandwidth_200000000_1_7 8 copy 0  200000000 261.185
bandwidth_200000000_1_7 8 copy 0  200000000 261.246
bandwidth_200000000_1_7 8 copy 0  200000000 261.606
bandwidth_200000000_1_7 8 copy 0  200000000 260.858
bandwidth_200000000_1_7 8 copy 0  200000000 260.966
bandwidth_200000000_1_7 8 copy 0  200000000 258.987
